State,County,Pop 2010,Pop 2011,Pop 2012,Pop 2013,Pop 2014,Pop 2015,Pop 2016,Pop 2017,Pop 2018,Pop 2019
Pennsylvania,Monroe County,169842,169891,168628,167355,167285,166481,166220,167895,169294,170271
Pennsylvania,Montgomery County,799874,805281,808672,812586,815753,817180,819791,824303,826924,830915
Pennsylvania,Montour County,18267,18367,18433,18399,18419,18299,18257,18270,18240,18230
Pennsylvania,Northampton County,297735,298266,299022,298955,299598,300090,301307,302801,304564,305285
Pennsylvania,Northumberland County,94528,94392,94410,93877,93590,92878,92283,91721,91080,90843
Pennsylvania,Perry County,45969,45924,45808,45649,45661,45849,45945,46046,46154,46272
Pennsylvania,Philadelphia County,1526006,1540466,1551824,1558313,1565460,1571065,1576051,1580601,1583592,1584064
Pennsylvania,Pike County,57369,57065,56281,56061,55638,55322,54955,55397,55780,55809
Pennsylvania,Potter County,17457,17456,17562,17453,17192,17086,16954,16841,16623,16526
Pennsylvania,Schuylkill County,148289,147538,147125,146668,145393,144117,143497,142580,141815,141359
Pennsylvania,Snyder County,39702,39782,39882,40123,40234,40509,40423,40594,40518,40372
Pennsylvania,Somerset County,77742,77274,77012,76587,76146,75383,74860,74242,73872,73447
Pennsylvania,Sullivan County,6428,6414,6404,6301,6278,6267,6126,6142,6076,6066
Pennsylvania,Susquehanna County,43356,43229,42925,42397,42085,41775,41252,40934,40560,40328
Pennsylvania,Tioga County,41981,42242,42451,42211,41899,41519,41250,40671,40690,40591
Pennsylvania,Union County,44947,45111,45162,44735,44974,45519,45454,44642,45017,44923
Pennsylvania,Venango County,54984,54682,54188,53811,53348,52954,52477,51790,51201,50668
Pennsylvania,Warren County,41815,41506,41261,40954,40658,40334,40026,39679,39551,39191
Pennsylvania,Washington County,207820,208059,208296,208046,207963,207718,207386,207075,207018,206865
Pennsylvania,Wayne County,52822,52750,52254,52204,52064,51823,51339,51192,51395,51361
Pennsylvania,Westmoreland County,365169,364436,362787,360663,358866,356923,354665,352006,350459,348899
Pennsylvania,Wyoming County,28276,28309,28381,28133,28167,27812,27546,27396,27087,26794
Pennsylvania,York County,434972,436701,437466,438932,440475,441741,443693,445484,447847,449058
Rhode Island,Rhode Island,1052567,1053649,1054621,1055081,1055936,1056065,1056770,1055673,1058287,1059361
Rhode Island,Bristol County,49875,49233,49268,49247,49074,49127,48844,48734,48637,48479
Rhode Island,Kent County,166158,165278,164627,164358,164490,163747,163711,163543,164053,164292
Rhode Island,Newport County,82888,83212,83206,83459,83351,83259,83164,82952,82547,82082
Rhode Island,Providence County,626667,629393,631229,631584,632668,633747,634922,634130,636953,638931
Rhode Island,Washington County,126979,126533,126291,126433,126353,126185,126129,126314,126097,125577
South Carolina,South Carolina,4625364,4671994,4717354,4764080,4823617,4891938,4957968,5021268,5084156,5148714
South Carolina,Abbeville County,25417,25081,25019,24899,24795,24796,24657,24567,24587,24527
South Carolina,Aiken County,160099,161594,162922,163702,164215,165688,167172,168325,169449,170872
South Carolina,Allendale County,10419,10236,9982,9825,9701,9430,9067,9012,8924,8688
South Carolina,Anderson County,187126,188160,188820,190005,191793,193700,195582,198186,200292,202558
South Carolina,Bamberg County,15987,15818,15690,15396,15153,14682,14478,14384,14272,14066
South Carolina,Barnwell County,22621,22460,22357,22210,22024,21781,21606,21355,21121,20866
South Carolina,Beaufort County,162233,164032,167415,170962,175040,179796,183184,186497,188876,192122
South Carolina,Berkeley County,177843,183778,189603,194031,198295,203066,208525,214541,221182,227907
South Carolina,Calhoun County,15175,15095,14870,14989,14845,14759,14744,14696,14563,14553
South Carolina,Charleston County,350209,357335,364628,371703,379793,389310,396880,402008,406222,411406
South Carolina,Cherokee County,55342,55705,55822,56056,56351,56512,56683,56913,57069,57300
South Carolina,Chester County,33140,32883,32703,32737,32441,32410,32297,32299,32304,32244
South Carolina,Chesterfield County,46734,46499,46068,46116,46143,46135,46120,45979,45881,45650
South Carolina,Clarendon County,34971,34710,34326,34260,34214,34029,34259,34012,33742,33745
South Carolina,Colleton County,38892,38449,38105,37664,37528,37439,37579,37555,37676,37677
South Carolina,Darlington County,68681,68168,68056,67808,67647,67520,67259,66981,66759,66618
South Carolina,Dillon County,32062,31750,31530,31411,31296,31141,30719,30496,30612,30479
South Carolina,Dorchester County,136555,140149,142608,145538,148748,152809,156173,158988,160718,162809
South Carolina,Edgefield County,26985,26891,26559,26567,26651,26782,26626,26837,27132,27260
South Carolina,Fairfield County,23956,23572,23405,23194,23025,22874,22633,22593,22376,22347
South Carolina,Florence County,136885,137632,137985,138178,138779,138715,138595,138495,138277,138293
South Carolina,Georgetown County,60158,60173,60232,60476,60825,61456,61565,61826,62232,62680
South Carolina,Greenville County,451225,458916,466062,473014,481485,490900,499122,506831,514621,523542
South Carolina,Greenwood County,69661,69848,69958,69823,69670,69962,70188,70496,70597,70811
South Carolina,Hampton County,21090,20796,20737,20386,20427,19963,19789,19498,19348,19222
South Carolina,Horry County,269291,275465,281286,288783,297760,308987,321033,332655,344105,354081
South Carolina,Jasper County,24777,25298,25730,26330,26685,27460,28085,28522,29147,30073
South Carolina,Kershaw County,61697,62130,62293,62592,63183,63661,64333,65213,65802,66551
South Carolina,Lancaster County,76652,77850,79315,80649,83429,86261,89823,92411,95035,98012
South Carolina,Laurens County,66537,66446,66214,66149,66464,66421,66603,66822,66890,67493
South Carolina,Lee County,19220,18887,18632,18381,18337,17809,17506,17388,17294,16828
South Carolina,Lexington County,262391,266362,269787,273248,277423,281675,286277,290338,294350,298750
South Carolina,McCormick County,10233,10013,9921,9873,9805,9656,9572,9554,9408,9463
South Carolina,Marion County,33062,32780,32408,32082,31952,31770,31760,31295,31056,30657
South Carolina,Marlboro County,28933,28585,28259,28060,28037,27585,26979,26691,26392,26118
South Carolina,Newberry County,37508,37502,37531,37461,37660,37772,37934,38381,38443,38440
South Carolina,Oconee County,74273,74252,74551,74937,75219,75863,76535,77388,78307,79546
South Carolina,Orangeburg County,92501,91697,91461,90673,90049,89159,88419,87671,87013,86175
South Carolina,Pickens County,119224,119698,119807,119249,120543,121500,123020,123518,125225,126884
South Carolina,Richland County,384504,389233,393029,396757,400335,406008,409014,411800,414202,415759
South Carolina,Saluda County,19875,19803,19866,20062,20071,20159,20187,20299,20397,20473
South Carolina,Spartanburg County,284307,286102,288176,290414,292981,296558,300867,306740,314137,319785
South Carolina,Sumter County,107456,107308,107800,107747,107663,107151,107075,106431,106409,106721
South Carolina,Union County,28961,28670,28206,28004,27923,27743,27666,27400,27324,27316
South Carolina,Williamsburg County,34423,34109,33561,33074,32733,32519,31912,31216,30606,30368
South Carolina,York County,226073,230074,234059,238605,244481,250566,257866,266165,273782,280979
South Dakota,South Dakota,814180,823579,833566,842316,849129,853988,862996,872868,878698,884659
South Dakota,Aurora County,2710,2716,2762,2715,2743,2744,2764,2769,2785,2751
South Dakota,Beadle County,17398,17708,17994,18201,18056,18127,18188,18541,18423,18453
South Dakota,Bennett County,3431,3449,3450,3463,3436,3402,3441,3446,3473,3365
South Dakota,Bon Homme County,7070,7016,7028,6983,6977,6943,6940,6952,6910,6901
South Dakota,Brookings County,31965,32140,32768,33016,33250,33800,34301,34749,35077,35077
South Dakota,Brown County,36531,36925,37569,38136,38255,38400,38900,39290,39145,38839
South Dakota,Brule County,5255,5296,5293,5359,5280,5243,5216,5304,5230,5297
South Dakota,Buffalo County,1912,1978,2016,2025,2086,2098,2030,2013,2027,1962
South Dakota,Butte County,10110,10308,10217,10281,10243,10207,10124,10114,10253,10429
South Dakota,Campbell County,1466,1423,1405,1368,1401,1413,1386,1372,1366,1376
South Dakota,Charles Mix County,9129,9190,9196,9187,9239,9360,9358,9404,9331,9292
South Dakota,Clark County,3691,3596,3594,3625,3649,3649,3637,3679,3726,3736
South Dakota,Clay County,13864,13983,14064,13896,13883,13768,13933,14032,13983,14070
South Dakota,Codington County,27227,27432,27626,27863,27953,27899,28062,28125,28033,28009
South Dakota,Corson County,4050,4036,4069,4208,4172,4175,4118,4195,4178,4086
South Dakota,Custer County,8216,8346,8315,8404,8428,8444,8606,8763,8812,8972
South Dakota,Davison County,19504,19720,19952,19941,19967,19916,20011,19870,19784,19775
South Dakota,Day County,5710,5740,5592,5575,5503,5496,5509,5494,5507,5424
South Dakota,Deuel County,4364,4367,4375,4310,4320,4323,4253,4311,4352,4351
South Dakota,Dewey County,5301,5399,5534,5586,5668,5705,5785,5857,5925,5892
South Dakota,Douglas County,3002,2974,2948,2974,2928,2952,2919,2927,2926,2921
South Dakota,Edmunds County,4071,4041,4011,4023,3969,3996,3939,3915,3866,3829
South Dakota,Fall River County,7094,6955,6970,6806,6846,6800,6785,6698,6740,6713
South Dakota,Faulk County,2364,2355,2355,2349,2320,2307,2317,2323,2315,2299
South Dakota,Grant County,7356,7355,7398,7386,7311,7218,7212,7159,7103,7052
South Dakota,Gregory County,4271,4220,4243,4232,4226,4192,4158,4206,4189,4185
South Dakota,Haakon County,1937,1919,1923,1881,1846,1850,1885,1921,1902,1899
South Dakota,Hamlin County,5903,5965,5947,5928,5954,5976,5917,5998,6070,6164
South Dakota,Hand County,3431,3435,3377,3376,3340,3306,3275,3275,3240,3191
South Dakota,Hanson County,3331,3374,3380,3402,3421,3387,3383,3409,3364,3453
South Dakota,Harding County,1255,1275,1304,1259,1245,1270,1267,1244,1252,1298
South Dakota,Hughes County,17022,17310,17435,17428,17627,17555,17604,17670,17683,17526
South Dakota,Hutchinson County,7343,7247,7255,7190,7225,7267,7327,7349,7306,7291
South Dakota,Hyde County,1420,1399,1429,1379,1393,1386,1333,1297,1271,1301
South Dakota,Jackson County,3031,3157,3171,3233,3270,3278,3280,3269,3278,3344
South Dakota,Jerauld County,2071,2074,2054,2070,2040,2018,2008,2024,2026,2013
South Dakota,Jones County,1006,1004,991,972,956,917,931,922,928,903
South Dakota,Kingsbury County,5148,5169,5231,5065,5052,4952,4973,4929,4926,4939
South Dakota,Lake County,11200,11559,11750,11910,12088,12334,12605,12795,13055,12797
South Dakota,Lawrence County,24097,24329,24402,24939,24732,24827,25317,25677,25727,25844
South Dakota,Lincoln County,44828,46800,48399,49891,51571,52959,54567,56681,58795,61128
South Dakota,Lyman County,3755,3810,3777,3848,3858,3881,3900,3876,3804,3781
South Dakota,McCook County,5618,5542,5566,5594,5548,5483,5508,5561,5601,5586
South Dakota,McPherson County,2459,2451,2428,2424,2418,2397,2418,2401,2401,2379
South Dakota,Marshall County,4656,4625,4690,4795,4728,4821,4833,4945,4921,4935
South Dakota,Meade County,25434,25499,25843,26401,26721,26770,27339,27941,28204,28332
South Dakota,Mellette County,2048,2072,2051,2047,2067,2025,2076,2063,2034,2061
South Dakota,Miner County,2389,2325,2298,2312,2281,2207,2229,2200,2204,2216
South Dakota,Minnehaha County,169468,171452,174766,177981,180822,183439,186268,189538,190992,193134
South Dakota,Moody County,6486,6499,6492,6451,6435,6453,6508,6494,6502,6576
South Dakota,Oglala Lakota County,13586,13896,14037,14126,14213,14358,14425,14384,14331,14177
South Dakota,Pennington County,100948,102404,104232,105919,107510,108088,109111,110503,111950,113775
South Dakota,Perkins County,2982,3018,3032,3025,3023,2984,2964,2962,2908,2865
South Dakota,Potter County,2329,2370,2340,2357,2306,2295,2256,2214,2206,2153
South Dakota,Roberts County,10149,10291,10324,10238,10280,10209,10192,10265,10376,10394
South Dakota,Sanborn County,2355,2355,2318,2325,2331,2348,2374,2435,2396,2344
South Dakota,Spink County,6415,6564,6740,6666,6656,6554,6493,6507,6484,6376
South Dakota,Stanley County,2966,2978,2976,2979,2979,2974,3012,2986,3017,3098
South Dakota,Sully County,1373,1374,1428,1435,1405,1401,1410,1398,1377,1391
South Dakota,Todd County,9612,9842,9908,9994,9951,10041,10233,10277,10245,10177
South Dakota,Tripp County,5644,5632,5518,5523,5509,5422,5495,5443,5491,5441
South Dakota,Turner County,8347,8356,8301,8306,8192,8131,8259,8303,8422,8384
South Dakota,Union County,14399,14642,14800,14759,14991,14925,15137,15277,15570,15932
South Dakota,Walworth County,5438,5559,5446,5484,5502,5404,5472,5497,5477,5435
South Dakota,Yankton County,22438,22500,22584,22641,22676,22682,22649,22682,22759,22814
South Dakota,Ziebach County,2801,2839,2879,2851,2858,2837,2871,2748,2744,2756
Tennessee,Tennessee,6346105,6399291,6453898,6494340,6541223,6591170,6646010,6708799,6771631,6829174
Tennessee,Anderson County,75129,75209,75225,75299,75157,75456,75528,76056,76287,76978
Tennessee,Bedford County,45058,45247,45254,45565,46251,46948,47442,48211,49146,49713
Tennessee,Benton County,16489,16529,16445,16360,16197,16220,16082,15993,16246,16160
Tennessee,Bledsoe County,12876,12992,12926,13910,14501,14601,14738,14895,14883,15064
Tennessee,Blount County,123010,123664,124024,124874,125847,126954,128264,129999,131331,133088
Tennessee,Bradley County,98963,99798,101049,101778,102771,103774,104390,105421,107050,108110
Tennessee,Campbell County,40716,40688,40532,40247,39893,39772,39784,39791,39795,39842
Tennessee,Cannon County,13801,13724,13789,13700,13572,13740,13876,14157,14440,14678
Tennessee,Carroll County,28522,28547,28667,28606,28411,27982,27901,27807,27975,27767
Tennessee,Carter County,57424,57385,57347,56978,56325,56375,56473,56510,56417,56391
Tennessee,Cheatham County,39105,38986,39231,39340,39610,39593,39775,40366,40502,40667
Tennessee,Chester County,17131,17150,17076,17116,17136,17123,17130,17154,17245,17297
Tennessee,Claiborne County,32213,32106,31763,31627,31571,31555,31634,31661,31850,31959
Tennessee,Clay County,7861,7741,7702,7688,7620,7663,7654,7663,7677,7615
Tennessee,Cocke County,35662,35432,35530,35400,35266,35138,35234,35528,35858,36004
Tennessee,Coffee County,52796,52920,53147,53298,53524,54093,54537,55016,55877,56520
Tennessee,Crockett County,14586,14560,14610,14610,14652,14586,14448,14436,14296,14230
Tennessee,Cumberland County,56053,56527,56990,57438,57924,58217,58580,59023,59738,60520
Tennessee,Davidson County,626681,635918,649344,660179,669611,679793,685829,687159,690516,694144
Tennessee,Decatur County,11757,11682,11634,11696,11685,11600,11735,11732,11699,11663
Tennessee,DeKalb County,18723,18754,18869,19150,19227,19292,19444,19876,20133,20490
Tennessee,Dickson County,49666,49982,50214,50164,50465,51334,51900,52774,53446,53948
Tennessee,Dyer County,38335,38118,38188,38093,37807,37753,37542,37339,37286,37159
Tennessee,Fayette County,38413,38570,38686,38812,39123,39280,39703,40150,40556,41133
Tennessee,Fentress County,17959,17997,17916,17904,17849,17965,18040,18214,18322,18523
Tennessee,Franklin County,41052,40857,40688,41213,41288,41343,41518,41623,41935,42208
Tennessee,Gibson County,49683,49898,49666,49380,49436,49329,49250,49255,49171,49133
Tennessee,Giles County,29485,29284,28969,28801,28819,28973,29165,29379,29446,29464
Tennessee,Grainger County,22657,22753,22689,22739,22862,22848,23095,23106,23137,23320
Tennessee,Greene County,68831,69173,68760,68336,68464,68586,68529,68821,69164,69069
Tennessee,Grundy County,13703,13588,13583,13449,13340,13337,13276,13332,13348,13427
Tennessee,Hamblen County,62544,62899,62764,63051,63010,63353,63681,64062,64629,64934
Tennessee,Hamilton County,336463,341094,345693,349050,350729,353690,357778,361032,364293,367804
Tennessee,Hancock County,6819,6708,6657,6621,6619,6577,6583,6593,6561,6620
Tennessee,Hardeman County,27253,26869,26612,26360,25989,25817,25584,25488,25276,25050
Tennessee,Hardin County,26026,25869,25962,25925,25801,25754,25740,25738,25693,25652
Tennessee,Hawkins County,56833,56621,56560,56696,56481,56370,56565,56620,56713,56786
Tennessee,Haywood County,18787,18546,18276,18234,18235,18036,17822,17607,17347,17304
Tennessee,Henderson County,27769,28039,28082,28042,28093,28078,27855,27851,27983,28117
Tennessee,Henry County,32330,32440,32377,32250,32245,32127,32232,32380,32336,32345
Tennessee,Hickman County,24690,24364,24192,24207,24465,24373,24666,24839,25007,25178
Tennessee,Houston County,8426,8347,8424,8276,8221,8124,8101,8158,8234,8201
Tennessee,Humphreys County,18538,18403,18287,18244,18147,18157,18383,18503,18551,18582
Tennessee,Jackson County,11638,11558,11595,11561,11524,11534,11611,11702,11777,11786
Tennessee,Jefferson County,51407,51908,52300,52134,52408,53011,53148,53730,54012,54495
Tennessee,Johnson County,18244,18223,18159,18014,17935,17842,17759,17603,17774,17788
Tennessee,Knox County,432226,436776,440791,444314,447903,451297,456089,461565,466258,470313
Tennessee,Lake County,7832,7793,7715,7713,7680,7602,7531,7451,7407,7016
Tennessee,Lauderdale County,27815,27701,27694,27573,27357,26903,25320,26093,25997,25633
Tennessee,Lawrence County,41869,42162,42154,42028,42304,42592,43056,43388,43771,44142
Tennessee,Lewis County,12161,12146,11942,11994,11886,11875,11891,12025,12074,12268
Tennessee,Lincoln County,33361,33387,33379,33499,33443,33609,33564,33892,34189,34366
Tennessee,Loudon County,48556,49188,49823,50386,50586,50916,51373,52260,53082,54068
Tennessee,McMinn County,52266,52335,52441,52431,52675,52502,52700,52931,53336,53794
Tennessee,McNairy County,26075,26077,26142,26035,26032,25864,25832,26001,25830,25694
Tennessee,Macon County,22248,22455,22488,22637,22919,23076,23340,23905,24289,24602
Tennessee,Madison County,98294,98084,98505,98730,98134,97569,97478,97491,97603,97984
Tennessee,Marion County,28237,28099,28226,28326,28405,28397,28383,28406,28598,28907
Tennessee,Marshall County,30617,30848,30971,31140,31287,31590,32035,33020,33806,34375
Tennessee,Maury County,80956,81528,82054,83618,85384,87425,89556,92237,94273,96387
Tennessee,Meigs County,11753,11687,11668,11659,11703,11804,11953,12042,12297,12422
Tennessee,Monroe County,44519,44903,45095,45228,45391,45625,45848,46035,46269,46545
Tennessee,Montgomery County,172331,176504,184782,184252,189005,192398,194424,199771,205312,208993
Tennessee,Moore County,6362,6367,6289,6274,6285,6261,6293,6391,6457,6488
Tennessee,Morgan County,21987,21998,21892,21673,21699,21494,21741,21555,21534,21403
Tennessee,Obion County,31807,31675,31310,31017,30828,30561,30547,30375,30274,30069
Tennessee,Overton County,22083,22165,22164,21969,21951,22067,21964,21998,22068,22241
Tennessee,Perry County,7915,7865,7852,7880,7819,7852,7880,7954,8050,8076
Tennessee,Pickett County,5077,5124,5048,5013,5078,5139,5091,5062,5053,5048
Tennessee,Polk County,16825,16771,16624,16632,16684,16769,16794,16759,16918,16832
Tennessee,Putnam County,72321,73065,73529,74095,74930,75074,75985,77299,78631,80245
Tennessee,Rhea County,31809,32082,32367,32529,32623,32373,32474,32671,32911,33167
Tennessee,Roane County,54181,53988,53615,53161,52852,52770,52944,53020,53258,53382
Tennessee,Robertson County,66283,66775,66798,67412,68046,68687,69393,70328,71179,71813
Tennessee,Rutherford County,262604,269160,274397,281148,288848,298197,307415,316531,324647,332285
Tennessee,Scott County,22228,22105,22175,22062,21990,21893,21890,21964,22028,22068
Tennessee,Sequatchie County,14112,14274,14350,14537,14634,14641,14754,14767,14891,15026
Tennessee,Sevier County,89889,91192,92362,93477,94660,95417,96470,97307,97895,98250
Tennessee,Shelby County,927644,933186,939168,938363,937500,937067,936021,935251,936365,937166
Tennessee,Smith County,19166,19210,19179,19117,19097,19308,19526,19732,19979,20157
Tennessee,Stewart County,13324,13223,13309,13277,13210,13187,13190,13422,13619,13715
Tennessee,Sullivan County,156823,156876,156322,156185,156404,156199,156182,156924,157599,158348
Tennessee,Sumner County,160645,163680,165967,168754,172269,175326,179332,183756,187490,191283
Tennessee,Tipton County,61081,61305,61524,61572,61596,61533,61223,61305,61576,61599
Tennessee,Trousdale County,7870,7815,7794,7810,7998,8051,9955,10831,11033,11284
Tennessee,Unicoi County,18313,18302,18253,18095,17951,17819,17737,17796,17822,17883
Tennessee,Union County,19109,19191,19105,19063,18991,19159,19219,19399,19689,19972
Tennessee,Van Buren County,5548,5555,5653,5574,5696,5695,5721,5747,5763,5872
Tennessee,Warren County,39839,39907,39744,39875,39983,40262,40428,40717,40826,41277
Tennessee,Washington County,122979,123887,124873,125397,125745,126137,127247,127603,128661,129375
Tennessee,Wayne County,17021,17000,16973,16920,16860,16767,16747,16641,16635,16673
Tennessee,Weakley County,35021,34857,34554,34155,34001,33872,33610,33325,33413,33328
Tennessee,White County,25841,26050,26031,26193,26264,26342,26463,26764,27086,27345
Tennessee,Williamson County,183182,188501,193211,199143,205334,211605,218903,226048,231978,238412
Tennessee,Wilson County,113993,116800,119143,121990,125197,128536,132494,136691,140954,144657
Texas,Texas,25145561,25645629,26084481,26480266,26964333,27470056,27914410,28295273,28628666,28995881
Texas,Anderson County,58458,58394,58059,57960,57829,57639,57526,58175,57974,57735
Texas,Andrews County,14786,15386,16105,16779,17435,18072,17791,17603,18011,18705
Texas,Angelina County,86771,87297,87509,87312,87567,87829,87682,87572,86810,86715
Texas,Aransas County,23158,23216,23459,23889,24566,24800,25162,25392,23446,23510
Texas,Archer County,9054,8840,8816,8801,8844,8763,8781,8783,8700,8553
Texas,Armstrong County,1901,1936,1953,1940,1913,1901,1843,1867,1879,1887
Texas,Atascosa County,44911,45504,46438,47021,47715,48363,48720,49083,50322,51153
Texas,Austin County,28417,28604,28562,28679,28968,29471,29629,29722,29965,30032
Texas,Bailey County,7165,7175,7139,7124,6966,7223,7196,7066,7015,7000
Texas,Bandera County,20485,20541,20591,20557,20813,21144,21701,22327,22792,23112
Texas,Bastrop County,74171,75055,74749,75814,77737,80115,82591,84585,86595,88723
Texas,Baylor County,3726,3695,3590,3577,3566,3609,3638,3555,3573,3509
Texas,Bee County,31861,32318,32480,32810,32841,32617,32812,32592,32467,32565
Texas,Bell County,310235,315799,324963,327028,330149,336076,341094,347377,355397,362924
Texas,Bexar County,1714773,1755361,1788738,1821328,1858003,1894834,1927651,1956988,1981187,2003554
Texas,Blanco County,10497,10567,10616,10636,10805,11029,11301,11481,11648,11931
Texas,Borden County,641,632,613,646,665,655,657,670,647,654
Texas,Bosque County,18212,18259,18126,17863,17716,17864,18009,18295,18629,18685
Texas,Bowie County,92565,92808,93030,93374,93268,93050,93424,93458,93688,93245
Texas,Brazoria County,313166,319147,324224,329890,337570,345227,353155,361853,368887,374264
Texas,Brazos County,194851,197450,200260,204116,208975,216258,219739,223917,225781,229211
Texas,Brewster County,9232,9349,9259,9287,9150,9143,9211,9325,9272,9203
Texas,Briscoe County,1637,1659,1576,1562,1552,1514,1483,1514,1512,1546
Texas,Brooks County,7223,7216,7196,7259,7228,7190,7190,7132,7099,7093
Texas,Brown County,38106,38000,37808,37671,37553,37736,38039,37815,37820,37864
Texas,Burleson County,17187,17328,17433,17269,17387,17611,17848,18053,18335,18443
Texas,Burnet County,42750,43216,43377,43580,43954,44734,45817,46600,47344,48155
Texas,Caldwell County,38066,38470,38682,39201,39703,40419,41147,42328,43161,43664
Texas,Calhoun County,21381,21359,21575,21729,21812,21887,21948,21712,21504,21290
Texas,Callahan County,13544,13511,13488,13502,13505,13589,13789,13968,13990,13943
Texas,Cameron County,406220,413201,415877,417357,419005,419450,421350,422227,422139,423163
Texas,Camp County,12401,12422,12487,12462,12657,12699,12771,12845,12983,13094
Texas,Carson County,6182,6238,6089,5988,6036,6013,6096,6005,6007,5926
Texas,Cass County,30464,30281,30031,30237,30123,30140,30058,29966,30106,30026
Texas,Castro County,8062,8094,8262,8120,7927,7787,7765,7696,7588,7530
Texas,Chambers County,35096,35699,36508,37367,38296,39028,40163,41269,42227,43837
Texas,Cherokee County,50845,51090,51277,51093,51189,51568,51879,52116,52381,52646
Texas,Childress County,7041,7027,7100,7055,7196,7169,7204,7269,7315,7306
Texas,Clay County,10752,10668,10523,10455,10377,10359,10251,10484,10448,10471
Texas,Cochran County,3127,3082,3028,3009,2945,2977,2921,2853,2831,2853
Texas,Coke County,3320,3266,3202,3180,3217,3227,3259,3285,3355,3387
Texas,Coleman County,8895,8743,8667,8526,8416,8316,8412,8399,8367,8175
Texas,Collin County,782341,812540,835230,856398,884688,915243,943742,971864,1004307,1034730
Texas,Collingsworth County,3057,3085,3024,3100,3016,3010,3007,2964,2942,2920
Texas,Colorado County,20874,20806,20724,20717,20696,20951,21081,21291,21305,21493
Texas,Comal County,108472,112113,114873,118627,123214,128795,134343,140721,148141,156209
Texas,Comanche County,13974,13867,13723,13554,13472,13395,13543,13533,13540,13635
Texas,Concho County,4087,4124,4085,4122,4089,4072,4140,2707,2683,2726
Texas,Cooke County,38437,38443,38717,38456,38764,39170,39343,39932,40504,41257
Texas,Coryell County,75388,76625,78458,76761,76166,76145,74803,74760,74741,75951
Texas,Cottle County,1505,1507,1485,1442,1429,1439,1402,1375,1382,1398
Texas,Crane County,4375,4358,4525,4718,4897,4995,4779,4685,4755,4797
Texas,Crockett County,3719,3652,3705,3763,3790,3735,3642,3535,3439,3464
Texas,Crosby County,6059,6044,6036,5924,5825,5918,5911,5849,5764,5737
Texas,Culberson County,2398,2393,2316,2306,2282,2254,2220,2230,2194,2171
Texas,Dallam County,6703,6888,7059,7110,7214,7301,7357,7272,7303,7287
Texas,Dallas County,2368139,2408697,2455930,2484486,2519410,2557830,2591488,2620154,2629350,2635516
Texas,Dawson County,13833,13747,13611,13219,13445,12987,12999,12744,12605,12728
Texas,Deaf Smith County,19372,19522,19373,19180,19123,18825,18846,18753,18711,18546
Texas,Delta County,5231,5147,5242,5120,5142,5159,5147,5276,5332,5331
Texas,Denton County,662614,685740,707892,728624,753188,779584,808212,835364,858741,887207
Texas,DeWitt County,20097,20205,20358,20377,20518,20632,20623,20180,20106,20160
Texas,Dickens County,2444,2401,2322,2297,2215,2204,2193,2190,2218,2211
Texas,Dimmit County,9996,10109,10471,10894,10987,10910,10679,10282,10195,10124
Texas,Donley County,3677,3686,3645,3561,3483,3391,3387,3340,3315,3278
Texas,Duval County,11782,11796,11582,11581,11509,11336,11431,11270,11147,11157
Texas,Eastland County,18583,18582,18459,18279,18257,18152,18240,18294,18319,18360
Texas,Ector County,137130,139642,144495,149656,154588,159903,157858,156951,161960,166223
Texas,Edwards County,2002,1979,1990,1899,1904,1910,1908,1929,1908,1932
Texas,Ellis County,149610,152373,153739,155928,159204,163292,168332,173405,179006,184826
Texas,El Paso County,800647,819896,832310,830864,833783,831898,834949,837401,836825,839238
Texas,Erath County,37890,38922,39405,39886,40514,41191,41372,41723,42223,42698
Texas,Falls County,17866,17848,17570,17242,17210,17216,17276,17340,17231,17297
Texas,Fannin County,33915,33878,33601,33510,33593,33502,33933,34550,35185,35514
Texas,Fayette County,24554,24749,24661,24721,24782,24945,25018,25119,25278,25346
Texas,Fisher County,3974,3947,3838,3859,3874,3877,3877,3874,3821,3830
Texas,Floyd County,6446,6368,6348,6245,5947,5843,5847,5830,5783,5712
Texas,Foard County,1336,1361,1310,1286,1275,1225,1200,1202,1191,1155
Texas,Fort Bend County,585375,606064,624824,651847,684048,715331,744160,767712,788081,811688
Texas,Franklin County,10605,10562,10637,10615,10563,10603,10677,10798,10778,10725
Texas,Freestone County,19816,19602,19484,19597,19677,19746,19669,19649,19789,19717
Texas,Frio County,17217,17492,17931,18400,18938,19361,19584,19895,20211,20306
Texas,Gaines County,17526,17908,18307,18807,19335,20217,20446,20553,20820,21492
Texas,Galveston County,291309,295605,301049,306589,313367,320974,328820,334633,337858,342139
Texas,Garza County,6461,6560,6418,6371,6417,6391,6212,6490,6243,6229
Texas,Gillespie County,24837,25039,25175,25363,25473,25916,26206,26483,26702,26988
Texas,Glasscock County,1226,1238,1280,1271,1328,1380,1365,1363,1391,1409
Texas,Goliad County,7210,7208,7331,7452,7506,7513,7512,7552,7588,7658
Texas,Gonzales County,19807,19755,19930,20143,20347,20510,20787,20742,20781,20837
Texas,Gray County,22535,22661,22920,22996,23432,23265,22741,22106,22051,21886
Texas,Grayson County,120877,121430,121854,122362,123599,125628,128291,131152,133787,136212
Texas,Gregg County,121730,122656,123089,123233,123146,123800,123367,122852,123251,123945
Texas,Grimes County,26604,26655,26679,26792,26997,27299,27494,27955,28291,28880
