State,County,Year,Population,Unemployment Rate,2019 Median Income
TX,Reeves County,2009,"13,550",11.4,
TX,Refugio County,2009,"7,410",6.4,
TX,Roberts County,2009,929,6,
TX,Robertson County,2009,"16,604",9.9,
TX,Rockwall County,2009,"76,654",7.2,
TX,Runnels County,2009,"10,392",7.5,
TX,Rusk County,2009,"52,799",7.8,
TX,Sabine County,2009,"10,721",15,
TX,San Augustine County,2009,"8,938",10.1,
TX,San Jacinto County,2009,"26,086",9.3,
TX,San Patricio County,2009,"65,751",8.6,
TX,San Saba County,2009,"6,026",7.1,
TX,Schleicher County,2009,"3,311",9.3,
TX,Scurry County,2009,"16,806",6.7,
TX,Shackelford County,2009,"3,362",4,
TX,Shelby County,2009,"25,520",7.8,
TX,Sherman County,2009,"3,018",4,
TX,Smith County,2009,"207,111",4.7,
TX,Somervell County,2009,"8,415",7.1,
TX,Starr County,2009,"60,384",16.4,
TX,Stephens County,2009,"9,675",10.6,
TX,Sterling County,2009,"1,160",4.2,
TX,Stonewall County,2009,"1,433",4.2,
TX,Sutton County,2009,"4,272",7.1,
TX,Swisher County,2009,"7,680",5.7,
TX,Tarrant County,2009,"1,784,078",7.7,
TX,Taylor County,2009,"130,247",10.8,
TX,Terrell County,2009,930,10.4,
TX,Terry County,2009,"12,550",6.9,
TX,Throckmorton County,2009,"1,654",4.8,
TX,Titus County,2009,"31,749",7.2,
TX,Tom Green County,2009,"108,879",6.3,
TX,Travis County,2009,"1,006,503",6.7,
TX,Trinity County,2009,"14,472",16.8,
TX,Tyler County,2009,"21,737",9.7,
TX,Upshur County,2009,"39,084",7.6,
TX,Upton County,2009,"3,327",5.4,
TX,Uvalde County,2009,"26,223",7.9,
TX,Val Verde County,2009,"48,463",9.2,
TX,Van Zandt County,2009,"52,359",6.9,
TX,Victoria County,2009,"86,635",6.9,
TX,Walker County,2009,"66,748",11.6,
TX,Waller County,2009,"42,087",8.2,
TX,Ward County,2009,"10,734",3.7,
TX,Washington County,2009,"33,459",15.1,
TX,Webb County,2009,"245,908",8.5,
TX,Wharton County,2009,"40,998",7,
TX,Wheeler County,2009,"5,375",9.6,
TX,Wichita County,2009,"130,913",3.4,
TX,Wilbarger County,2009,"13,575",4.7,
TX,Willacy County,2009,"21,862",11.9,
TX,Williamson County,2009,"410,800",9.2,
TX,Wilson County,2009,"42,181",10.8,
TX,Winkler County,2009,"7,128",9.3,
TX,Wise County,2009,"59,134",8.7,
TX,Wood County,2009,"41,870",11.5,
TX,Yoakum County,2009,"7,908",7.6,
TX,Young County,2009,"18,466",6.4,
TX,Zapata County,2009,"13,876",10.9,
TX,Zavala County,2009,"11,544",14.5,
OR,Baker County,2009,"16,225",10.1,
OR,Benton County,2009,"85,390",6.4,
OR,Clackamas County,2009,"374,085",10.4,
OR,Clatsop County,2009,"36,972",9.1,
OR,Columbia County,2009,"49,394",9.7,
OR,Coos County,2009,"63,079",7.9,
OR,Crook County,2009,"21,410",18.2,
OR,Curry County,2009,"22,341",4.5,
OR,Deschutes County,2009,"157,345",14.9,
OR,Douglas County,2009,"107,378",6.2,
OR,Gilliam County,2009,"1,856",6.9,
OR,Grant County,2009,"7,343",7.1,
OR,Harney County,2009,"7,432",16.3,
OR,Hood River County,2009,"22,015",8.2,
OR,Jackson County,2009,"202,301",12.8,
OR,Jefferson County,2009,"21,730",10.8,
OR,Josephine County,2009,"82,315",14.5,
OR,Klamath County,2009,"66,460",14.1,
OR,Lake County,2009,"7,901",15,
OR,Lane County,2009,"350,850",3.3,
OR,Lincoln County,2009,"45,989",9.9,
OR,Linn County,2009,"116,001",6.1,
OR,Malheur County,2009,"31,265",10.9,
OR,Marion County,2009,"313,389",16.6,
OR,Morrow County,2009,"11,102",11.2,
OR,Multnomah County,2009,"727,721",10.6,
OR,Polk County,2009,"74,934",7.6,
OR,Sherman County,2009,"1,733",4,
OR,Tillamook County,2009,"25,179",9.6,
OR,Umatilla County,2009,"75,199",9.8,
OR,Union County,2009,"25,580",10.3,
OR,Wallowa County,2009,"6,948",12,
OR,Wasco County,2009,"24,981",9.1,
OR,Washington County,2009,"524,699",15.1,
OR,Wheeler County,2009,"1,411",9.6,
OR,Yamhill County,2009,"98,647",11.6,
OR,Oregon,2010,3831074,10.6,
OR,Baker County,2010,16134,11.3,
OR,Benton County,2010,85579,6.7,
OR,Clackamas County,2010,375992,10.1,
OR,Clatsop County,2010,37039,10,
OR,Columbia County,2010,49351,10,
OR,Coos County,2010,63043,7.4,
OR,Crook County,2010,20978,15.9,
OR,Curry County,2010,22364,5.4,
OR,Deschutes County,2010,157733,13.8,
OR,Douglas County,2010,107667,7,
OR,Gilliam County,2010,1871,9,
OR,Grant County,2010,7445,7.1,
OR,Harney County,2010,7422,14.2,
OR,Hood River County,2010,22346,8.3,
OR,Jackson County,2010,203206,11.8,
OR,Jefferson County,2010,21720,10.3,
OR,Josephine County,2010,82713,14,
OR,Klamath County,2010,66380,12.9,
OR,Lake County,2010,7895,15.1,
OR,Lane County,2010,351715,4.2,
OR,Lincoln County,2010,46034,9.4,
OR,Linn County,2010,116672,6,
OR,Malheur County,2010,31313,9.7,
OR,Marion County,2010,315335,13.6,
OR,Morrow County,2010,11173,11.4,
OR,Multnomah County,2010,735334,9.6,
OR,Polk County,2010,75403,7.4,
OR,Sherman County,2010,1765,4.8,
OR,Tillamook County,2010,25250,10.5,
OR,Umatilla County,2010,75889,10.3,
OR,Union County,2010,25748,11.3,
OR,Wallowa County,2010,7008,12.9,
OR,Wasco County,2010,25213,9.6,
OR,Washington County,2010,529710,14.2,
OR,Wheeler County,2010,1441,15.1,
OR,Yamhill County,2010,99193,10.4,
OK,Oklahoma,2010,3751351,6.8,
OK,Adair County,2010,22683,5.5,
OK,Alfalfa County,2010,5642,4.9,
OK,Atoka County,2010,14182,10,
OK,Beaver County,2010,5636,4,
OK,Beckham County,2010,22119,5.8,
OK,Blaine County,2010,11943,9.5,
OK,Bryan County,2010,42416,9.6,
OK,Caddo County,2010,29600,6.9,
OK,Canadian County,2010,115541,5.2,
OK,Carter County,2010,47557,14.1,
OK,Cherokee County,2010,46987,10.6,
OK,Choctaw County,2010,15205,13.3,
OK,Cimarron County,2010,2475,3.5,
OK,Cleveland County,2010,255755,8.4,
OK,Coal County,2010,5925,9.1,
OK,Comanche County,2010,124098,4.5,
OK,Cotton County,2010,6193,6.7,
OK,Craig County,2010,15029,6.7,
OK,Creek County,2010,69967,8.6,
OK,Custer County,2010,27469,6.6,
OK,Delaware County,2010,41487,11.6,
OK,Dewey County,2010,4810,5.2,
OK,Ellis County,2010,4151,3.9,
OK,Garfield County,2010,60580,10.3,
OK,Garvin County,2010,27576,7.5,
OK,Grady County,2010,52431,10.5,
OK,Grant County,2010,4527,7.1,
OK,Greer County,2010,6239,7.7,
OK,Harmon County,2010,2922,5.9,
OK,Harper County,2010,3685,6.3,
OK,Haskell County,2010,12769,3.6,
OK,Hughes County,2010,14003,10.9,
OK,Jackson County,2010,26446,11.8,
OK,Jefferson County,2010,6472,10.3,
OK,Johnston County,2010,10957,9.9,
OK,Kay County,2010,46562,9.2,
OK,Kingfisher County,2010,15034,5.1,
OK,Kiowa County,2010,9446,6.4,
OK,Latimer County,2010,11154,10,
OK,Le Flore County,2010,50384,9.4,
OK,Lincoln County,2010,34273,9.4,
OK,Logan County,2010,41848,8.6,
OK,Love County,2010,9423,5.7,
OK,McClain County,2010,34506,5.6,
OK,McCurtain County,2010,33151,11.4,
OK,McIntosh County,2010,20252,10.6,
OK,Major County,2010,7527,5,
OK,Marshall County,2010,15840,9.6,
OK,Mayes County,2010,41259,8.8,
OK,Murray County,2010,13488,13.8,
OK,Muskogee County,2010,70990,8.2,
OK,Noble County,2010,11561,13.2,
OK,Nowata County,2010,10536,9.3,
OK,Okfuskee County,2010,12191,9.8,
OK,Oklahoma County,2010,718633,6.1,
OK,Okmulgee County,2010,40069,9.8,
OK,Osage County,2010,47472,8.3,
OK,Ottawa County,2010,31848,6,
OK,Pawnee County,2010,16577,4.7,
OK,Payne County,2010,77350,5.7,
OK,Pittsburg County,2010,45837,8.2,
OK,Pontotoc County,2010,37492,10.2,
OK,Pottawatomie County,2010,69442,5.2,
OK,Pushmataha County,2010,11572,9.8,
OK,Roger Mills County,2010,3647,4.6,
OK,Rogers County,2010,86905,6.9,
OK,Seminole County,2010,25482,10.6,
OK,Sequoyah County,2010,42391,9.6,
OK,Stephens County,2010,45048,12.3,
OK,Texas County,2010,20640,11,
OK,Tillman County,2010,7992,6.2,
OK,Tulsa County,2010,603403,7,
OK,Wagoner County,2010,73085,6.8,
OK,Washington County,2010,50976,14.2,
OK,Washita County,2010,11629,6.1,
OK,Woods County,2010,8878,4.2,
OK,Woodward County,2010,20081,6.9,
TX,Texas,2010,25145561,8.1,
TX,Anderson County,2010,58458,7.7,
TX,Andrews County,2010,14786,6.2,
TX,Angelina County,2010,86771,8.5,
TX,Aransas County,2010,23158,9.2,
TX,Archer County,2010,9054,6.7,
TX,Armstrong County,2010,1901,9.1,
TX,Atascosa County,2010,44911,8.2,
TX,Austin County,2010,28417,8,
TX,Bailey County,2010,7165,7.9,
TX,Bandera County,2010,20485,7.8,
TX,Bastrop County,2010,74171,8.2,
TX,Baylor County,2010,3726,7,
TX,Bee County,2010,31861,8.9,
TX,Bell County,2010,310235,12.1,
TX,Bexar County,2010,1714773,7.3,
TX,Blanco County,2010,10497,6,
TX,Borden County,2010,641,6.4,
TX,Bosque County,2010,18212,8.8,
TX,Bowie County,2010,92565,8.4,
TX,Brazoria County,2010,313166,8.5,
TX,Brazos County,2010,194851,6.3,
TX,Brewster County,2010,9232,5.5,
TX,Briscoe County,2010,1637,6.1,
TX,Brooks County,2010,7223,9.6,
TX,Brown County,2010,38106,6.9,
TX,Burleson County,2010,17187,7.9,
TX,Burnet County,2010,42750,6.8,
TX,Caldwell County,2010,38066,10.5,
TX,Calhoun County,2010,21381,11.4,
TX,Callahan County,2010,13544,7.3,
TX,Cameron County,2010,406220,12.6,
TX,Camp County,2010,12401,9.1,
TX,Carson County,2010,6182,5.4,
TX,Cass County,2010,30464,8.3,
TX,Castro County,2010,8062,5.4,
TX,Chambers County,2010,35096,14.9,
TX,Cherokee County,2010,50845,10.6,
TX,Childress County,2010,7041,5.6,
TX,Clay County,2010,10752,14.5,
TX,Cochran County,2010,3127,8.1,
TX,Coke County,2010,3320,6.1,
TX,Coleman County,2010,8895,9.1,
TX,Collin County,2010,782341,7.2,
TX,Collingsworth County,2010,3057,5.6,
TX,Colorado County,2010,20874,8.1,
TX,Comal County,2010,108472,7,
TX,Comanche County,2010,13974,4.5,
TX,Concho County,2010,4087,5.7,
TX,Cooke County,2010,38437,7.3,
TX,Coryell County,2010,75388,7.5,
TX,Cottle County,2010,1505,7,
TX,Crane County,2010,4375,7.6,
TX,Crockett County,2010,3719,11.6,
TX,Crosby County,2010,6059,8,
TX,Culberson County,2010,2398,7.1,
TX,Dallam County,2010,6703,5.3,
TX,Dallas County,2010,2368139,16.9,
TX,Dawson County,2010,13833,10.9,
TX,Deaf Smith County,2010,19372,5.8,
TX,Delta County,2010,5231,10.7,
TX,Denton County,2010,662614,7.1,
TX,DeWitt County,2010,20097,7.8,
TX,Dickens County,2010,2444,11.3,
TX,Dimmit County,2010,9996,10.5,
TX,Donley County,2010,3677,6.9,
TX,Duval County,2010,11782,11.4,
TX,Eastland County,2010,18583,8.6,
TX,Ector County,2010,137130,8.3,
TX,Edwards County,2010,2002,8.7,
TX,Ellis County,2010,149610,3.9,
TX,El Paso County,2010,800647,9.3,
TX,Erath County,2010,37890,6.4,
TX,Falls County,2010,17866,8.5,
TX,Fannin County,2010,33915,11.7,
TX,Fayette County,2010,24554,13,
TX,Fisher County,2010,3974,7,
TX,Floyd County,2010,6446,11.8,
TX,Foard County,2010,1336,6.6,
TX,Fort Bend County,2010,585375,7.6,
TX,Franklin County,2010,10605,10.7,
TX,Freestone County,2010,19816,8.2,
TX,Frio County,2010,17217,7.3,
TX,Gaines County,2010,17526,5.9,
TX,Galveston County,2010,291309,9.1,
TX,Garza County,2010,6461,5.9,
TX,Gillespie County,2010,24837,5.5,
TX,Glasscock County,2010,1226,4.8,
TX,Goliad County,2010,7210,7.4,
TX,Gonzales County,2010,19807,6.8,
TX,Gray County,2010,22535,3.2,
TX,Grayson County,2010,120877,14.2,
TX,Gregg County,2010,121730,7.9,
TX,Grimes County,2010,26604,8.9,
TX,Guadalupe County,2010,131533,10.1,
TX,Hale County,2010,36273,15.1,
TX,Hall County,2010,3353,9.6,
TX,Hamilton County,2010,8517,11.4,
TX,Hansford County,2010,5613,4.3,
TX,Hardeman County,2010,4139,13.2,
TX,Hardin County,2010,54635,10.8,
TX,Harris County,2010,4092459,7.7,
TX,Harrison County,2010,65631,9.9,
TX,Hartley County,2010,6062,4.2,
TX,Haskell County,2010,5899,3.6,
TX,Hays County,2010,157107,7,
TX,Hemphill County,2010,3807,3.9,
TX,Henderson County,2010,78532,9.3,
TX,Hidalgo County,2010,774769,8.5,
TX,Hill County,2010,35089,5.8,
TX,Hockley County,2010,22935,7.1,
TX,Hood County,2010,51182,8.5,
TX,Hopkins County,2010,35161,9.7,
TX,Houston County,2010,23732,9.1,
TX,Howard County,2010,35012,7.7,
TX,Hudspeth County,2010,3476,7.9,
TX,Hunt County,2010,86129,8.9,
TX,Hutchinson County,2010,22150,4,
TX,Irion County,2010,1599,5.3,
TX,Jack County,2010,9044,7.8,
TX,Jackson County,2010,14075,11.8,
TX,Jasper County,2010,35710,11.7,
TX,Jeff Davis County,2010,2342,12.8,
TX,Jefferson County,2010,252273,10.3,
TX,Jim Hogg County,2010,5300,10.3,
TX,Jim Wells County,2010,40838,10,
TX,Johnson County,2010,150934,8.2,
TX,Jones County,2010,20202,9.7,
TX,Karnes County,2010,14824,9.1,
TX,Kaufman County,2010,103350,8.5,
TX,Kendall County,2010,33410,10.1,
TX,Kenedy County,2010,416,6.8,
TX,Kent County,2010,808,8.9,
TX,Kerr County,2010,49625,6.7,
TX,Kimble County,2010,4607,6,
TX,King County,2010,286,4.3,
TX,Kinney County,2010,3598,11.2,
TX,Kleberg County,2010,32061,8.4,
TX,Knox County,2010,3719,9.5,
TX,Lamar County,2010,49793,13.2,
TX,Lamb County,2010,13977,7.6,
TX,Lampasas County,2010,19677,7.1,
TX,La Salle County,2010,6886,8.9,
TX,Lavaca County,2010,19263,6.9,
TX,Lee County,2010,16612,9,
TX,Leon County,2010,16801,7.9,
TX,Liberty County,2010,75643,8.8,
TX,Limestone County,2010,23384,9.6,
TX,Lipscomb County,2010,3302,5.9,
TX,Live Oak County,2010,11531,7.3,
TX,Llano County,2010,19301,8.1,
TX,Loving County,2010,82,5.6,
TX,Lubbock County,2010,278831,6.3,
TX,Lynn County,2010,5915,6.6,
TX,McCulloch County,2010,8283,7,
TX,McLennan County,2010,234906,7.4,
TX,McMullen County,2010,707,4.3,
TX,Madison County,2010,13664,8.3,
TX,Marion County,2010,10546,13.6,
TX,Martin County,2010,4799,10.8,
TX,Mason County,2010,4012,12.2,
TX,Matagorda County,2010,36702,11.5,
TX,Maverick County,2010,54258,15.2,
TX,Medina County,2010,46006,7.4,
TX,Menard County,2010,2242,7.6,
TX,Midland County,2010,136872,9.8,
TX,Milam County,2010,24757,11.2,
TX,Mills County,2010,4936,5.2,
TX,Mitchell County,2010,9403,10.8,
TX,Montague County,2010,19719,8,
TX,Montgomery County,2010,455746,10,
TX,Moore County,2010,21904,10.1,
TX,Morris County,2010,12934,6.8,
TX,Motley County,2010,1210,6.3,
TX,Nacogdoches County,2010,64524,7.1,
TX,Navarro County,2010,47735,8.3,
TX,Newton County,2010,14445,6.9,
TX,Nolan County,2010,15216,7.5,
TX,Nueces County,2010,340223,8.1,
TX,Ochiltree County,2010,10223,5.9,
TX,Oldham County,2010,2052,7.5,
TX,Orange County,2010,81837,9.7,
TX,Palo Pinto County,2010,28111,8.6,
TX,Panola County,2010,23796,13.5,
TX,Parker County,2010,116927,7.6,
TX,Parmer County,2010,10269,4.4,
TX,Pecos County,2010,15507,7.3,
TX,Polk County,2010,45413,7.4,
TX,Potter County,2010,121073,10.4,
TX,Presidio County,2010,7818,18.5,
TX,Rains County,2010,10914,8.8,
TX,Randall County,2010,120725,5.2,
TX,Reagan County,2010,3367,5.5,
TX,Real County,2010,3309,9.1,
TX,Red River County,2010,12860,11.5,
TX,Reeves County,2010,13783,8.9,
TX,Refugio County,2010,7383,8.7,
TX,Roberts County,2010,929,5.8,
TX,Robertson County,2010,16622,11.6,
TX,Rockwall County,2010,78337,7.4,
TX,Runnels County,2010,10501,8.3,
TX,Rusk County,2010,53330,7.8,
TX,Sabine County,2010,10834,16.3,
TX,San Augustine County,2010,8865,13,
TX,San Jacinto County,2010,26384,10,
TX,San Patricio County,2010,64804,10.5,
TX,San Saba County,2010,6131,6.2,
TX,Schleicher County,2010,3461,7.6,
TX,Scurry County,2010,16921,6.8,
TX,Shackelford County,2010,3378,5.6,
TX,Shelby County,2010,25448,7.1,
TX,Sherman County,2010,3034,4.8,
TX,Smith County,2010,209714,4.3,
TX,Somervell County,2010,8490,8,
TX,Starr County,2010,60968,17.3,
TX,Stephens County,2010,9630,12.3,
TX,Sterling County,2010,1143,4.7,
TX,Stonewall County,2010,1490,5.8,
TX,Sutton County,2010,4128,9.6,
TX,Swisher County,2010,7854,6.6,
TX,Tarrant County,2010,1809034,8.1,
TX,Taylor County,2010,131506,10.6,
TX,Terrell County,2010,984,12.2,
TX,Terry County,2010,12651,7.4,
TX,Throckmorton County,2010,1641,6,
TX,Titus County,2010,32334,8.5,
TX,Tom Green County,2010,110224,6.6,
TX,Travis County,2010,1024266,6.8,
TX,Trinity County,2010,14585,17,
TX,Tyler County,2010,21766,11.8,
TX,Upshur County,2010,39309,8.8,
TX,Upton County,2010,3355,6.1,
TX,Uvalde County,2010,26405,8.9,
TX,Val Verde County,2010,48879,9.3,
TX,Van Zandt County,2010,52579,8.4,
TX,Victoria County,2010,86793,7.7,
TX,Walker County,2010,67861,12.7,
TX,Waller County,2010,43205,8.6,
TX,Ward County,2010,10658,3.5,
TX,Washington County,2010,33718,14.2,
TX,Webb County,2010,250304,8.2,
TX,Wharton County,2010,41280,8.7,
TX,Wheeler County,2010,5410,15.1,
TX,Wichita County,2010,131500,3.4,
TX,Wilbarger County,2010,13535,7.9,
TX,Willacy County,2010,22134,14.5,
TX,Williamson County,2010,422679,9.7,
TX,Wilson County,2010,42918,12,
TX,Winkler County,2010,7110,9.2,
TX,Wise County,2010,59127,8.7,
TX,Wood County,2010,41964,9.9,
TX,Yoakum County,2010,7879,7,
TX,Young County,2010,18550,7.7,
TX,Zapata County,2010,14018,10.4,
TX,Zavala County,2010,11677,13.9,
IA,Adair County,2010,7682,5.5,
IA,Adams County,2010,4029,10,
IA,Allamakee County,2010,14330,7.8,
IA,Appanoose County,2010,12887,7.3,
IA,Audubon County,2010,6119,5.6,
IA,Benton County,2010,26076,6.7,
IA,Black Hawk County,2010,131090,6.2,
IA,Boone County,2010,26306,7.8,
IA,Bremer County,2010,24276,4.9,
IA,Buchanan County,2010,20958,6,
IA,Buena Vista County,2010,20260,4.7,
IA,Butler County,2010,14867,13.6,
IA,Calhoun County,2010,9670,11.4,
IA,Carroll County,2010,20816,7.3,
IA,Cass County,2010,13956,8.3,
IA,Cedar County,2010,18499,5.4,
IA,Cerro Gordo County,2010,44151,6.8,
IA,Cherokee County,2010,12072,10.6,
IA,Chickasaw County,2010,12439,7.4,
IA,Clarke County,2010,9286,19.9,
IA,Clay County,2010,16667,14.5,
IA,Clayton County,2010,18129,13.5,
IA,Clinton County,2010,49116,7.3,
IA,Crawford County,2010,17096,8.2,
IA,Dallas County,2010,66135,16.9,
IA,Davis County,2010,8753,7.1,
IA,Decatur County,2010,8457,12.4,
IA,Delaware County,2010,17764,11.6,
IA,Des Moines County,2010,40325,7.4,
IA,Dickinson County,2010,16667,6.8,
IA,Dubuque County,2010,93653,5.8,
IA,Emmet County,2010,10302,7,
IA,Fayette County,2010,20880,13,
IA,Floyd County,2010,16303,11.8,
IA,Franklin County,2010,10680,10.7,
IA,Fremont County,2010,7441,11.7,
IA,Greene County,2010,9336,17.3,
IA,Grundy County,2010,12453,13.3,
IA,Guthrie County,2010,10954,6.5,
IA,Hamilton County,2010,15673,11.4,
IA,Hancock County,2010,11341,22.9,
IA,Hardin County,2010,17534,10.8,
IA,Harrison County,2010,14928,9.9,
IA,Henry County,2010,20145,10.9,
IA,Howard County,2010,9566,7.7,
IA,Humboldt County,2010,9815,10.6,
IA,Ida County,2010,7089,5.1,
IA,Iowa County,2010,16355,5.5,
IA,Jackson County,2010,19848,11.8,
IA,Jasper County,2010,36842,11.7,
IA,Jefferson County,2010,16843,10.3,
IA,Johnson County,2010,130882,8.2,
IA,Jones County,2010,20638,9.7,
IA,Keokuk County,2010,10511,6.5,
IA,Kossuth County,2010,15543,5.1,
IA,Lee County,2010,35862,9,
IA,Linn County,2010,211226,6,
IA,Louisa County,2010,11387,7.3,
IA,Lucas County,2010,8898,6.1,
IA,Lyon County,2010,11581,3.9,
IA,Madison County,2010,15679,8.3,
IA,Mahaska County,2010,22381,6.7,
IA,Marion County,2010,33309,13.6,
IA,Marshall County,2010,40648,9.6,
IA,Mills County,2010,15059,5.2,
IA,Mitchell County,2010,10776,10.8,
IA,Monona County,2010,9243,7.2,
IA,Monroe County,2010,7970,18.1,
IA,Montgomery County,2010,10740,10,
IA,Muscatine County,2010,42745,8,
IA,O'Brien County,2010,14398,4.7,
IA,Osceola County,2010,6462,12.5,
IA,Page County,2010,15932,6.8,
IA,Palo Alto County,2010,9421,6,
IA,Plymouth County,2010,24986,4.5,
IA,Pocahontas County,2010,7310,5.1,
IA,Polk County,2010,430640,7.4,
IA,Pottawattamie County,2010,93158,5.8,
IA,Poweshiek County,2010,18914,5.8,
IA,Ringgold County,2010,5131,4.7,
IA,Sac County,2010,10350,4.7,
IA,Scott County,2010,165224,7,
IA,Shelby County,2010,12167,7.1,
IA,Sioux County,2010,33704,3.9,
IA,Story County,2010,89542,4.2,
IA,Tama County,2010,17767,6.4,
IA,Taylor County,2010,6317,10.6,
IA,Union County,2010,12534,11.3,
IA,Van Buren County,2010,7570,11.2,
IA,Wapello County,2010,35625,7.9,
IA,Warren County,2010,46225,17.2,
IA,Washington County,2010,21704,14.2,
IA,Wayne County,2010,6403,12,
IA,Webster County,2010,38013,12.8,
IA,Winnebago County,2010,10866,14,
IA,Winneshiek County,2010,21056,5.5,
IA,Woodbury County,2010,102172,6.6,
IA,Worth County,2010,7598,12.1,
IA,Wright County,2010,13229,7.2,
OR,Oregon,2011,3872036,9.5,
OR,Baker County,2011,16061,10.2,
OR,Benton County,2011,86266,6.5,
OR,Clackamas County,2011,379592,8.9,
OR,Clatsop County,2011,37228,9.4,
OR,Columbia County,2011,49406,10,
OR,Coos County,2011,62775,7.3,
OR,Crook County,2011,20638,14.3,
OR,Curry County,2011,22488,5.1,
OR,Deschutes County,2011,159660,12.3,
OR,Douglas County,2011,107229,6.4,
OR,Gilliam County,2011,1951,9.7,
OR,Grant County,2011,7410,7.4,
OR,Harney County,2011,7358,13.3,
OR,Hood River County,2011,22442,7.9,
OR,Jackson County,2011,204747,10.3,
OR,Jefferson County,2011,21752,9.3,
OR,Josephine County,2011,82702,12.6,
OR,Klamath County,2011,66308,12,
OR,Lake County,2011,7905,14.5,
OR,Lane County,2011,354034,4.6,
OR,Lincoln County,2011,45871,9.4,
OR,Linn County,2011,118164,5.7,
OR,Malheur County,2011,30964,9.4,
OR,Marion County,2011,318047,11.2,
OR,Morrow County,2011,11226,10.1,
OR,Multnomah County,2011,749742,8.3,
OR,Polk County,2011,75931,8,
OR,Sherman County,2011,1750,4,
OR,Tillamook County,2011,25408,9.9,
OR,Umatilla County,2011,76804,9.5,
OR,Union County,2011,25909,10.5,
OR,Wallowa County,2011,6979,12.2,
OR,Wasco County,2011,25216,8.8,
OR,Washington County,2011,540967,14.6,
OR,Wheeler County,2011,1416,14.7,
OR,Yamhill County,2011,99690,9.2,
OK,Oklahoma,2011,3788379,5.9,
OK,Adair County,2011,22667,4.9,
OK,Alfalfa County,2011,5648,4.1,
OK,Atoka County,2011,14169,8.5,
OK,Beaver County,2011,5634,3.6,
OK,Beckham County,2011,22308,3.7,
OK,Blaine County,2011,9685,8.7,
OK,Bryan County,2011,43120,9.4,
OK,Caddo County,2011,29602,7.1,
OK,Canadian County,2011,119397,4.4,
OK,Carter County,2011,48067,13.8,
OK,Cherokee County,2011,47702,9.7,
OK,Choctaw County,2011,15281,13.1,
OK,Cimarron County,2011,2476,3.4,
OK,Cleveland County,2011,262064,8.5,
OK,Coal County,2011,5927,8.4,
OK,Comanche County,2011,126075,4.4,
OK,Cotton County,2011,6180,6.1,
OK,Craig County,2011,14985,6.3,
OK,Creek County,2011,70651,7,
OK,Custer County,2011,27796,6.3,
OK,Delaware County,2011,41654,10.2,
OK,Dewey County,2011,4785,3.9,
OK,Ellis County,2011,4040,3.5,
OK,Garfield County,2011,60763,9.5,
OK,Garvin County,2011,27468,5.8,
OK,Grady County,2011,52751,9.5,
OK,Grant County,2011,4563,7.4,
OK,Greer County,2011,6144,6.3,
OK,Harmon County,2011,2934,5.4,
OK,Harper County,2011,3713,5.7,
OK,Haskell County,2011,12759,3.5,
OK,Hughes County,2011,13752,9.4,
OK,Jackson County,2011,26422,10.3,
OK,Jefferson County,2011,6452,9.3,
