,State,County,Wind Farm Name,Year,Turbine Count,WF Total MW,Turbine Manufacturer,Turbine Model,Turbine Hub Height,Rotor Diameter,lng,lat,Duplicated
46435,MN,Murray County,Ridgewind,2010.0,11,25.3,Siemens,SWT-2.3-93,80.0,93.0,-96.01859,44.03839,False
46446,MT,Toole County,Rim Rock,2012.0,126,189.0,Acciona,AW77/1500,80.0,77.0,-112.07109,48.88769,False
46572,PA,Somerset County,Ringer Hill,2016.0,14,39.9,GE Wind,GE2.85-103,98.3,103.0,-79.20066,39.73124,False
46586,TX,Starr County,Rio Bravo,2019.0,66,237.6,Vestas,V136-3.6,105.0,136.0,-99.01881,26.64564,False
46653,IA,Greene County,Rippey,2012.0,20,50.0,Nordex,N100,100.0,100.0,-94.22469,41.98999,False
46673,CA,Kern County,Rising Tree North,2014.0,30,99.0,Vestas,V112-3.3,84.0,112.0,-118.20659,35.08875,False
46704,CA,Kern County,Rising Tree South,2015.0,30,99.0,Vestas,V112-3.3,84.0,112.0,-118.25942,35.06119,False
46734,CA,Riverside County,Robertsons Ready Mix,2012.0,2,3.2,GE Wind,GE1.6-82.5,80.0,82.5,-116.81509,33.91719,False
46736,MN,Rock County,Rock County Wind Fuel Project,2020.0,2,5.0,GE Wind,GE2.5-116,80.0,116.0,-96.27779,43.63045,False
46738,MO,Atchison County,Rock Creek,2017.0,150,300.0,Vestas,V110-2.0,95.0,110.0,-95.26862,40.4775,False
46889,OK,Kay County,Rock Falls,2017.0,60,154.58,Siemens,SWT-2.625-120,85.0,120.0,-97.41682,36.91429,False
46949,WY,Carbon County,Rock River I,2001.0,50,50.0,Mitsubishi,MWT1000,60.0,57.0,-106.09499,41.72018,False
46998,VT,Washington County,Rock of Ages,2010.0,1,0.1,Northern Power Systems,NW100,37.0,21.0,-72.477,44.15349,False
46999,ID,Power County,Rockland,2011.0,44,79.2,Vestas,V100-1.8,80.0,100.0,-112.91819,42.70329,False
47043,TX,Val Verde County,Rocksprings,2017.0,69,149.34,GE Wind,GE1.715-103,80.0,103.0,-100.78354,29.74486,False
47112,OK,Washita County,Rocky Ridge I,2012.0,93,148.8,GE Wind,GE1.6-82.5,80.0,82.5,-98.9782,35.18029,False
47205,IA,Worth County,Roeder Farms,2011.0,1,1.6,GE Wind,GE1.6-82.5,80.0,82.5,-93.2832,43.29729,False
47206,WY,Converse County,Rolling Hills,2009.0,66,99.0,GE Wind,GE1.85-91,80.0,91.0,-105.81919,43.1345,False
47467,ME,Penobscot County,Rollins,2011.0,40,60.0,GE Wind,GE1.5-77,80.0,77.0,-68.3977,45.32499,False
47507,NM,Roosevelt County,Roosevelt,2015.0,125,250.0,Vestas,V100-2.0,80.0,100.0,-103.43589,33.88557,False
47632,TX,Nolan County,Roscoe,2008.0,209,209.0,Mitsubishi,MWT62/1.0,69.0,61.4,-100.5995,32.439,False
47842,SD,Todd County,Rosebud Sioux,2003.0,1,0.75,NEG Micon,NM48,55.0,48.0,-100.57849,43.00269,False
47843,IA,Cass County,Roseman Energy LLC,2017.0,1,1.79,GE Wind,GE1.79-100,80.0,100.0,-94.75392,41.37314,False
47844,IN,White County,Rosewater,2020.0,25,102.0,Vestas,V150-4.2,105.0,150.0,-86.99281,40.78879,False
47869,MD,Garrett County,Roth Rock,2011.0,20,50.0,Nordex,N90,80.0,90.0,-79.4451,39.27759,False
47889,WY,Laramie County,Roundhouse,2020.0,82,226.56,GE Wind,GE2.82-127,89.0,127.0,-105.11701,41.07515,False
47971,TX,Armstrong County,Route 66,2015.0,75,150.0,Vestas,V110-2.0,80.0,110.0,-101.38611,35.15585,False
48046,ND,Pierce County,Rugby,2009.0,71,149.1,Suzlon,S88,79.0,88.0,-99.92569,48.52429,False
48117,CO,Lincoln County,Rush Creek I,2018.0,200,400.0,Vestas,V110-2.0,80.0,110.0,-103.22688,39.10358,False
48316,CO,Lincoln County,Rush Creek II,2018.0,100,200.0,Vestas,V110-2.0,80.0,110.0,-103.17935,39.09216,False
48418,OK,Grady County,Rush Springs Wind Energy Center,2016.0,120,249.0,GE Wind,GE2.0-116,80.0,116.0,-97.86681,34.73052,False
48537,MN,Lincoln County,Ruthton Wind Farm,2001.0,24,15.84,Vestas,V47-0.66,65.0,47.0,-96.19879,44.20479,False
48561,WI,Racine County,SC Johnson Waxdale Plant,2012.0,2,3.0,Vensys,Vensys82,85.0,82.3,-87.88804,42.71324,False
48563,ME,Franklin County,Saddleback Ridge,2015.0,9,25.65,GE Wind,GE2.85-103,85.0,103.0,-70.37309,44.60784,False
48575,CA,San Joaquin County,Safeway Tracy,2011.0,2,2.0,Mitsubishi,MWT62/1.0,55.0,61.4,-121.52189,37.71429,False
48577,NM,Roosevelt County,Sagamore Wind,2020.0,240,522.8,Vestas,V120-2.2,80.0,120.0,-103.31087,33.83204,False
48817,TX,Garza County,Sage Draw,2020.0,120,338.4,GE Wind,GE2.82-127,89.0,127.0,-101.49635,33.31185,False
48937,WA,Kittitas County,Sagebrush (Kittitas Valley),2010.0,48,100.8,Suzlon,S88,80.0,88.0,-120.71509,47.14249,False
48985,CA,Monterey County,Salinas Valley State Prison,2018.0,1,1.7,GE Wind,GE1.7-100,80.0,100.0,-121.37075,36.47424,False
48986,ID,Twin Falls County,Salmon Falls,2011.0,14,21.0,GE Wind,GE1.5-82.5,80.0,82.5,-114.98988,42.6848,False
49001,TX,Donley County,Salt Fork,2016.0,87,174.0,Vestas,V100-2.0,80.0,100.0,-100.93153,35.17594,False
49065,CA,Riverside County,San Gorgonio Farms Wind Farm,2015.0,69,31.0,Vestas,V44,40.0,42.0,-116.63034,33.92807,False
49096,NM,Roosevelt County,San Juan Mesa,2005.0,120,120.0,Mitsubishi,MWT62/1.0,69.0,61.4,-103.80229,33.9232,False
49216,TX,Cameron County,San Roman,2016.0,31,93.0,Nordex,AW125/3000,87.5,125.0,-97.3431,26.11887,False
49247,TX,Sterling County,Sand Bluff,2007.0,45,90.0,Gamesa,G87-2.0,78.0,87.0,-101.25459,31.9537,False
49292,AK,Aleutians East Borough,Sand Point,2012.0,2,1.0,Vestas,V39,40.0,39.0,-160.49059,55.3448,False
49294,PA,Blair County,Sandy Ridge,2012.0,25,50.0,Gamesa,G90-2.0,100.0,90.0,-78.2976,40.72489,False
49319,RI,Newport County,Sandywoods,2012.0,1,0.28,Vergnet,GEV MP,55.0,32.0,-71.1539,41.62049,False
49320,PR,Santa Isabel Municipio,Santa Isabel,2012.0,44,101.2,Siemens,SWT-2.3-108,80.0,108.0,-66.374,17.99844,False
49364,TX,Reagan County,Santa Rita,2018.0,120,300.0,GE Wind,GE2.5-116,90.0,116.0,-101.37087,31.18562,False
49484,TX,Irion County,Santa Rita East,2019.0,120,302.4,GE Wind,GE2.5-127,89.0,127.0,-101.14459,31.23577,False
49604,IA,Howard County,Saratoga,2019.0,33,66.0,Vestas,V116-2.0,94.0,116.0,-92.33415,43.39286,False
49637,AK,Nome Census Area,Savoonga,2008.0,2,0.2,Northern Power Systems,NW100,30.0,21.0,-170.49828,63.6915,False
49639,ID,Elmore County,Sawtooth,2011.0,14,22.4,GE Wind,GE1.6-82.5,80.0,82.5,-115.39979,42.9856,False
49653,CA,Monterey County,Scheid Vineyards,2017.0,1,1.85,GE Wind,GE1.85-82.5,80.0,82.5,-121.19159,36.27451,False
49728,MA,Plymouth County,Scituate Wind,2012.0,1,1.5,Sinovel,SL1500,80.0,82.0,-70.7285,42.17509,False
49729,OK,Dewey County,Seiling,2014.0,117,198.9,GE Wind,GE1.7-100,80.0,100.0,-99.03465,36.14187,False
49846,OK,Woodward County,Seiling 2,2014.0,59,100.3,GE Wind,GE1.7-100,80.0,100.0,-98.95886,36.18173,False
49905,AK,Northwest Arctic Borough,Selawik Wind Project,2004.0,3,0.15,AOC,AOC15/50,24.0,15.0,-160.01959,66.60891,False
49909,TX,Jack County,Senate,2012.0,75,150.0,Gamesa,G90-2.0,100.0,90.0,-98.35569,33.21079,False
49984,TX,Jim Hogg County,Sendero,2015.0,39,78.0,GE Wind,GE2.0-116,80.0,116.0,-98.94627,27.17733,False
50023,NY,Erie County,Seneca Nation,2017.0,1,1.5,Vensys,Vensys82,85.0,82.3,-79.10269,42.58089,False
50024,IL,Iroquois County,Settler's Trail,2011.0,94,150.4,GE Wind,GE1.6-82.5,80.0,82.5,-87.5787,40.75289,False
50118,WY,Carbon County,Seven Mile Hill I & II,2008.0,79,118.5,GE Wind,GE1.85-91,80.0,91.0,-106.36559,41.95219,False
50197,TX,Baylor County,Seymour Hills,2019.0,12,30.24,GE Wind,GE2.5-127,89.0,127.0,-99.18745,33.5923,False
50209,IL,Lee County,Shady Oaks,2012.0,71,109.5,Goldwind,GW82,85.0,82.0,-89.0687,41.65789,False
50280,MN,Scott County,Shakopee Mdewakanton Sioux,2009.0,1,1.5,Changzhou Railcar Propulsion Engineering Research and Development Center,FD-77-1500,80.0,77.0,-93.48299,44.73609,False
50281,AK,Nome Census Area,Shaktoolik,2012.0,2,0.2,Northern Power Systems,NW100,37.0,21.0,-161.20207,64.36019,False
50283,TX,Clay County,Shannon,2015.0,119,204.09,GE Wind,GE1.715-103,80.0,103.0,-98.3928,33.47778,False
50402,MN,Lincoln County,Shaokatan Power Partners,2003.0,2,1.6,Gamesa,G52-0.8,65.0,52.0,-96.41859,44.39669,False
50404,VT,Caledonia County,Sheffield,2011.0,16,40.0,Clipper,C93,80.0,93.0,-72.096,44.67949,False
50420,IN,Henry County,Shenandoah School Corporation,2013.0,1,0.9,PowerWind,PW56,71.0,56.0,-85.52367,40.01024,False
50421,OR,Gilliam County,Shepherds Flat,2011.0,82,205.0,GE Wind,GE2.5-100,85.0,100.0,-120.11588,45.7511,False
50506,TX,Pecos County,Sherbino I,2008.0,50,150.0,Vestas,V90-3.0,80.0,90.0,-102.37639,30.8077,False
50556,TX,Pecos County,Sherbino II,2011.0,60,150.0,Clipper,C96,80.0,96.0,-102.52599,30.7835,False
50614,IL,Rock Island County,Sherrard High School,2009.0,1,0.66,RRB,PS-600,50.0,47.0,-90.52823,41.34452,False
50615,CA,Solano County,Shiloh II,2009.0,75,150.0,REpower,MM92,80.0,92.5,-121.76629,38.1671,False
50690,CA,Solano County,Shiloh III,2011.0,50,102.5,REpower,MM92,78.5,92.5,-121.75169,38.17559,False
50740,CA,Solano County,Shiloh IV,2012.0,50,102.5,REpower,MM92,78.5,92.5,-121.85499,38.141,False
50790,CA,Solano County,Shiloh Wind Project,2006.0,100,150.0,GE Wind,GE1.5-77,80.0,77.0,-121.82758,38.1624,False
50896,WI,Brown County,Shirley,2010.0,8,20.0,Nordex,N100,100.0,100.0,-87.91969,44.34749,False
50904,NE,Wayne County,Sholes,2019.0,71,160.02,GE Wind,GE2.3-116,90.0,116.0,-97.36384,42.29951,False
50975,KS,Kiowa County,Shooting Star,2012.0,65,104.0,GE Wind,GE1.6-82.5,80.0,82.5,-99.43859,37.53529,False
51040,IA,Osceola County,Sibley Hills,2003.0,1,0.66,Vestas,V47,45.0,47.0,-95.65109,43.40459,False
51041,MI,Huron County,Sigel Wind Park,2012.0,40,64.0,GE Wind,GE1.6-100,100.0,100.0,-82.81975,43.84652,False
51081,WY,Laramie County,Silver Sage,2009.0,20,42.0,Suzlon,S88,79.0,88.0,-105.02909,41.13699,False
51101,TX,Eastland County,Silver Star I,2008.0,24,60.0,Clipper,C96,80.0,96.0,-98.48399,32.34539,False
51125,OK,Alfalfa County,Skeleton Creek,2020.0,91,250.9,GE Wind,GE2.82-127,89.0,127.0,-98.227,36.53368,False
51216,WA,Lewis County,Skookumchuck,2020.0,38,136.8,Vestas,V136-3.6,82.0,136.0,-122.62898,46.7329,False
51254,IA,Adair County,Sky Volt,2012.0,1,1.68,GE Wind,GE1.68-82.5,80.0,82.5,-94.48525,41.29078,False
51255,KS,Sumner County,Slate Creek,2015.0,75,150.0,Vestas,V110-2.0,80.0,110.0,-97.25997,37.11325,False
51330,OK,Harper County,Sleeping Bear,2007.0,45,94.5,Suzlon,S88,79.0,88.0,-99.50299,36.63929,False
51376,KS,Lincoln County,Smoky Hills,2008.0,56,100.8,Vestas,V80-1.8,80.0,80.0,-98.04609,38.87919,False
51432,KS,Lincoln County,Smoky Hills II,2008.0,99,148.5,GE Wind,GE1.5-77,80.0,77.0,-98.19169,38.90979,False
51531,TX,Scurry County,Snyder,2007.0,21,63.0,Vestas,V90-3.0,105.0,90.0,-100.75399,32.7431,False
51552,CA,Solano County,Solano Phase 3,2012.0,55,127.8,Vestas,V90-1.8,80.0,90.0,-121.80089,38.0845,False
51607,CA,Solano County,Solano Phase IIA,2006.0,12,24.0,Vestas,V90-3.0,80.0,90.0,-121.77489,38.0989,False
51615,CA,Solano County,Solano Wind Project,2007.0,21,63.0,Vestas,V90-3.0,80.0,90.0,-121.77189,38.0938,False
51636,CA,Solano County,"Solano Wind Project, Phase I",2003.0,16,10.56,Vestas,V47-0.66,50.0,47.0,-121.76719,38.1265,False
51651,CA,Solano County,"Solano Wind Project, Phase IA",2004.0,7,4.62,Vestas,V47-0.66,65.0,47.0,-121.77389,38.1218,False
51659,KS,Nemaha County,Soldier Creek Wind Energy Center,2020.0,120,300.96,GE Wind,GE2.3-116,90.0,116.0,-96.08309,39.59385,False
51779,KS,Thomas County,Solomon Forks,2019.0,105,275.63,Siemens Gamesa Renewable Energy,SG-2.625-120,85.0,120.0,-101.09061,39.29743,False
51796,PA,Fayette County,South Chestnut,2012.0,23,46.0,Gamesa,G87-2.0,78.0,87.0,-79.7477,39.73669,False
51883,PA,Somerset County,Somerset,2001.0,6,9.0,GE Wind,GE1.5-70.5,65.0,70.5,-79.0126,39.97989,False
51911,SD,Hyde County,South Dakota,2003.0,27,40.5,GE Wind,GE1.5-70.5,65.0,70.5,-99.44308,44.36861,False
51926,OR,Gilliam County,South Hurlburt,2012.0,116,290.0,GE Wind,GE2.5-100,85.0,100.0,-120.07919,45.7012,False
51939,SD,Brule County,South Dakota Wind Partners,2011.0,7,10.5,GE Wind,GE1.5-77,80.0,77.0,-98.83119,43.92209,False
51946,MN,Jackson County,South Fork,2016.0,6,13.0,GE Wind,GE2.3-116,80.0,116.0,-95.39951,43.59978,False
52068,MT,Judith Basin County,South Peak,2020.0,29,79.9,GE Wind,GE2.82-127,90.0,127.0,-110.69119,47.30269,False
52097,TX,Floyd County,South Plains,2015.0,100,200.0,Vestas,V100-2.0,80.0,100.0,-101.37445,34.10827,False
52197,TX,Floyd County,South Plains II,2016.0,91,300.3,Vestas,V117-3.3,91.5,117.0,-101.39264,34.19064,False
52288,TX,Taylor County,South Trent Mesa,2009.0,44,101.2,Siemens,SWT-2.3-82,80.0,82.0,-100.14319,32.40159,False
52332,IA,Union County,Southern Hills,2020.0,36,131.3,Vestas,V110-2.2,95.0,110.0,-94.46372,41.10652,False
52368,IA,Union County,Southern Hills Expansion,2020.0,31,122.8,Siemens Gamesa Renewable Energy,SG-4.8-145,107.5,145.0,-94.44154,41.13557,False
52395,UT,Utah County,Spanish Fork,2008.0,9,18.9,Suzlon,S88,79.0,88.0,-111.58729,40.0739,False
52404,KS,Ford County,Spearville,2006.0,67,100.5,GE Wind,GE1.5-77,80.0,77.0,-99.74181,37.88751,False
52471,KS,Ford County,Spearville 3,2012.0,63,100.8,GE Wind,GE1.6-82.5,80.0,82.5,-99.79219,37.8793,False
52534,KS,Ford County,Spearville II,2010.0,32,48.0,GE Wind,GE1.5-77,80.0,77.0,-99.74329,37.86079,False
52566,TX,Oldham County,Spinning Spur 2,2014.0,87,160.95,GE Wind,GE1.85-87,80.0,87.0,-102.55089,35.2819,False
52654,TX,Oldham County,Spinning Spur 3,2015.0,97,194.0,Vestas,V100-2.0,80.0,100.0,-102.68245,35.2812,False
52751,TX,Oldham County,Spinning Spur Wind Ranch,2012.0,70,161.0,Siemens,SWT-2.3-108,80.0,108.0,-102.44489,35.27679,False
52821,MT,Judith Basin County,Spion Kop,2012.0,25,40.0,GE Wind,GE1.6-82.5,80.0,82.5,-110.63628,47.33759,False
52846,IA,Dickinson County,Spirit Lake,2001.0,2,1.0,NEG Micon,NM48/750,55.0,48.0,-95.09901,43.41138,False
52847,CO,Logan County,Spring Canyon,2006.0,40,60.0,GE Wind,GE1.5-77,80.0,77.0,-103.02529,40.97349,False
52887,CO,Logan County,Spring Canyon Expansion,2014.0,35,60.0,GE Wind,GE1.79-100,85.0,100.0,-103.00302,40.9981,False
52922,NV,White Pine County,Spring Valley,2012.0,66,151.8,Siemens,SWT-2.3-101,80.0,101.0,-114.48519,39.07509,False
52988,NE,Keya Paha County,Springview II Wind Facility,2011.0,2,3.0,Vensys,Vensys77,65.0,77.0,-99.77739,42.82579,False
52990,ME,Oxford County,Spruce Mountain,2011.0,10,20.0,Gamesa,G90-2.0,78.0,90.0,-70.5601,44.41819,False
53000,MN,Stearns County,St. Cloud VA Medical Center,2011.0,1,0.6,Elecon,T-600-48DS,50.0,48.0,-94.20828,45.57709,False
53001,AK,Wade Hampton Census Area,St. Mary's Wind Turbine,2019.0,1,0.9,EWT,DW-52-900,50.0,52.0,-163.25078,62.03477,False
53002,MN,Rice County,St. Olaf College,2006.0,1,1.65,Vestas,V82-1.65,80.0,82.0,-93.19237,44.46238,False
53003,AK,Aleutians West Census Area,St. Paul Island II,2007.0,3,0.68,Vestas,V27,37.0,27.0,-170.2352,57.15704,False
53005,TX,Martin County,Stanton Energy Center,2008.0,80,120.0,GE Wind,GE1.5-77,80.0,77.0,-101.85169,32.2151,False
53085,OR,Sherman County,Star Point,2010.0,47,98.7,Suzlon,S88,79.0,88.0,-120.42339,45.54149,False
53132,OR,Umatilla County,Stateline Wind Project,2001.0,454,83.16,Vestas,V47-0.66,50.0,47.0,-118.81158,45.9996,False
53587,NY,Erie County,Steel Winds,2007.0,8,20.0,Clipper,C93,80.0,93.0,-78.8675,42.81709,False
53595,NY,Erie County,Steel Winds II,2012.0,6,15.0,Clipper,C96,80.0,96.0,-78.8601,42.80329,False
53600,NE,Jefferson County,Steele Flats,2013.0,44,74.8,GE Wind,GE1.7-100,80.0,100.0,-96.97049,40.05689,False
53645,TX,Kenedy County,Stella,2018.0,67,201.0,Nordex,AW125/3000,87.5,125.0,-97.67464,26.97715,False
53712,TX,Borden County,Stephens Ranch 1,2014.0,118,211.22,GE Wind,GE1.79-100,80.0,100.0,-101.62982,32.90548,False
53736,ME,Washington County,Stetson,2009.0,38,57.0,GE Wind,GE1.5-77,80.0,77.0,-67.9777,45.53289,False
53831,TX,Lynn County,Stephens Ranch II,2015.0,92,164.68,GE Wind,GE1.79-100,80.0,100.0,-101.65093,33.02462,False
53924,NM,Lea County,Sterling Phase I,2017.0,13,29.9,GE Wind,GE2.3-116,80.0,116.0,-103.28124,33.35658,False
53974,ME,Washington County,Stetson Wind expansion,2010.0,17,25.5,GE Wind,GE1.5-77,80.0,77.0,-67.9772,45.62429,False
53991,MT,Stillwater County,Stillwater Big Sky,2018.0,31,79.75,Siemens Gamesa Renewable Energy,SG-2.625-120,85.0,120.0,-109.49886,45.86905,False
54022,MN,Pipestone County,Stoneray,2018.0,13,34.13,Siemens Gamesa Renewable Energy,SG-2.625-120,85.0,120.0,-96.0895,44.00006,False
54035,MN,Pipestone County,Stoneray II,2019.0,26,66.63,Siemens,SWT-2.625-120,85.0,120.0,-96.12107,44.1018,False
54062,MI,Missaukee County,Stoney Corners,2008.0,2,5.0,Fuhrlander,FL2500,100.0,90.0,-85.31339,44.18989,False
54064,MI,Missaukee County,Stoney Corners - Repower,2009.0,7,14.0,REpower,MM92,80.0,92.5,-85.29189,44.18309,False
54071,MI,Missaukee County,Stoney Corners II,2010.0,10,20.75,REpower,MM92,100.0,92.5,-85.2877,44.17919,False
54081,MI,Osceola County,Stoney Corners III,2011.0,10,20.5,REpower,MM92,100.0,92.5,-85.24719,44.16209,False
54091,PA,Somerset County,Stony Creek,2009.0,35,52.5,GE Wind,GE1.5-77,80.0,77.0,-78.834,40.02519,False
54126,IA,Story County,Story City Wind,2011.0,1,1.5,Goldwind,GW82,85.0,82.0,-93.59899,42.20789,False
54127,IA,Story County,Story County,2008.0,100,150.0,GE Wind,GE1.5-87,80.0,87.0,-93.2627,42.05339,False
54227,IA,Story County,Story II (aka Garden Wind),2009.0,100,150.0,GE Wind,GE1.5-77,80.0,77.0,-93.299,42.20689,False
54327,IA,Adair County,Stuart,2005.0,1,0.66,Vestas,V47-0.66,65.0,47.0,-94.32739,41.49399,False
54328,IL,Logan County,Sugar Creek,2020.0,57,202.0,Vestas,V110-2.0,120.0,110.0,-89.4725,40.15282,False
54385,ND,Morton County,Sunflower,2016.0,52,104.0,Vestas,V100-2.0,80.0,100.0,-102.04765,46.8433,False
54437,TX,Moore County,Sunray I,2009.0,7,10.5,GE Wind,GE1.5-77,80.0,77.0,-101.87969,35.932,False
54443,TX,Moore County,Sunray II,2009.0,26,39.0,GE Wind,GE1.5-77,80.0,77.0,-101.90809,35.9483,False
54470,CA,Solano County,Superior Farms,2012.0,1,1.0,Mitsubishi,MWT62/1.0,55.0,61.4,-121.81749,38.42009,False
54471,IL,Lee County,Sustainable Technologies Museum (Turbine A,2007.0,1,2.5,Clipper,C96,80.0,96.0,-89.2497,41.66029,False
54472,TX,Hartley County,Suzlon Project VII,2011.0,2,4.2,Suzlon,S97,90.0,97.0,-102.27419,35.7496,False
54474,WA,Kittitas County,Swauk Valley,2012.0,5,4.25,Gamesa,G58-0.85,55.0,58.0,-120.75549,47.14409,False
54479,TX,Nolan County,Sweetwater,2003.0,25,37.5,GE Wind,GE1.5-82.5,80.0,82.5,-100.34831,32.36219,False
54505,TX,Nolan County,Sweetwater 3,2005.0,90,144.0,GE Wind,GE 1.6-91,80.0,91.0,-100.48026,32.32718,False
54506,TX,Nolan County,Sweetwater IVa,2007.0,135,135.0,Mitsubishi,MWT62/1.0,69.0,61.4,-100.53259,32.28389,False
54641,TX,Nolan County,Sweetwater IVb,2007.0,46,105.8,Siemens,SWT-2.3-93,80.0,93.0,-100.49569,32.2488,False
54687,TX,Nolan County,Sweetwater Phase II,2005.0,61,91.5,GE Wind,GE1.62-87,80.0,87.0,-100.39578,32.34281,False
54748,TX,Nolan County,Sweetwater Phase III,2005.0,90,135.0,GE Wind,GE1.5-77,80.0,77.0,-100.47532,32.32719,False
54837,TX,Nolan County,Sweetwater V,2007.0,35,80.5,Siemens,SWT-2.3-93,80.0,93.0,-100.49049,32.2371,False
54872,OH,Henry County,TJ Automation,2010.0,1,0.1,Northern Power Systems,NPS-100,,,-84.30851,41.4591,False
54873,MN,St. Louis County,Taconite Ridge Energy Center,2008.0,10,25.0,Clipper,C96,80.0,96.0,-92.6126,47.57259,False
54883,TX,Lynn County,Tahoka Wind,2018.0,120,300.0,GE Wind,GE2.5-127,89.0,127.0,-101.77924,33.18335,False
55004,MD,Talbot County,Talbot County DPW,2010.0,3,0.3,Northern Power Systems,NPS-100,,,-76.03252,38.8184,False
55007,OK,Dewey County,Taloga,2011.0,54,129.6,Mitsubishi,MWT95/2.4,80.0,95.0,-98.93169,35.84679,False
55061,SD,McPherson County,Tatanka,2008.0,59,88.5,Acciona,AW82/1500,80.0,82.0,-98.99299,45.92259,False
55182,CA,Monterey County,Taylor Farms,2014.0,1,1.85,GE Wind,GE1.85-82.5,80.0,82.5,-121.4518,36.50515,False
55184,CA,San Joaquin County,Teichert Aggregates,2010.0,1,1.5,GE Wind,GE 1.5-77,80.0,77.0,-121.35656,37.61665,False
55185,MA,Worcester County,Templeton Wind Turbine,2010.0,1,1.5,AAER,A-1500,80.0,77.0,-72.0777,42.58909,False
55187,MO,Nodaway County,Tenaska Clear Creek Energy Center,2020.0,111,242.0,Vestas,V120-2.2,92.0,120.0,-94.94106,40.46094,False
55298,IL,Cook County,Testa Produce,2011.0,1,0.75,Aeronautica,47-750,50.0,47.0,-87.65399,41.81069,False
55299,TX,Nolan County,Texas Tech - Nolan,2008.0,1,2.0,DeWind,D8.2,80.0,80.0,-100.52609,32.3502,False
55300,IN,Randolph County,The City of Union City,2010.0,1,1.0,Nordic,N1000/59,70.0,59.0,-84.81719,40.19069,False
55301,MN,Pipestone County,Tholen & Petersen,2005.0,8,13.2,Vestas,V82-1.65,70.0,82.0,-96.12899,44.11392,False
55309,ID,Twin Falls County,Thousand Springs,2011.0,8,12.0,GE Wind,GE1.5-82.5,80.0,82.5,-114.96681,42.87647,False
55317,OH,Medina County,Three D Metals Corporation,2009.0,1,0.1,Northern Power Systems,NW100,37.0,21.0,-81.88306,41.24815,False
55318,OR,Morrow County,Threemile Canyon,2009.0,6,9.9,Vestas,V82-1.65,80.0,82.0,-119.93768,45.6759,False
55324,OK,Noble County,Thunder Ranch,2017.0,120,297.8,GE Wind,GE2.3-116,80.0,116.0,-97.30306,36.57061,False
55445,ND,Adams County,Thunder Spirit,2015.0,43,107.5,Nordex,N100,80.0,100.0,-102.59465,46.08166,False
55488,ND,Adams County,Thunder Spirit II,2018.0,16,48.0,Nordex,N117/3000,91.0,117.0,-102.55724,46.03571,False
55505,OH,Paulding County,Timber Road II,2011.0,55,99.0,Vestas,V100-1.8,95.0,100.0,-84.7344,41.04599,False
55560,OH,Paulding County,Timber Road IV,2020.0,31,126.0,Vestas,V136-3.6,105.0,136.0,-84.70226,41.0147,False
55591,IN,Marion County,Time Factory Wind,2008.0,1,0.05,Entegrity,EW50,31.1,15.0,-86.2365,39.87109,False
55592,AK,Nome Census Area,Tin City Long Range Radar Station,2008.0,1,0.23,Vestas,V27,37.0,27.0,-167.96242,65.56861,False
55593,IN,Kosciusko County,Tippecanoe Valley School Corporation,2011.0,1,0.9,PowerWind,PW56,71.0,56.0,-86.0441,41.11099,False
55594,SD,Hand County,Titan I,2009.0,10,25.0,Clipper,C89,80.0,89.0,-99.13969,44.47759,False
55604,IA,Floyd County,Tjaden Farms,2006.0,1,0.45,Bonus,MK1,30.5,37.0,-92.62349,43.15655,False
55605,AK,Bethel Census Area,Toksook Bay,2010.0,4,0.4,Northern Power Systems,NPS-100,37.0,21.0,-165.11208,60.5271,False
55608,AK,Bethel Census Area,Toksook Bay Expansion,2010.0,4,0.4,Northern Power Systems,NW100,32.0,21.0,-165.11697,60.5263,False
55609,UT,Tooele County,Tooele Army Depot I,2009.0,1,1.5,GE Wind,1.5SLE,80.0,77.0,-112.37729,40.50069,False
55610,UT,Tooele County,Tooele Army Depot II,2016.0,1,1.79,GE Wind,GE1.7-103,80.0,103.0,-112.36978,40.50187,False
55611,IA,Worth County,Top of Iowa,2001.0,89,80.1,NEG Micon,NM52,72.0,52.0,-93.40689,43.33459,False
55700,IA,Worth County,Top of Iowa II,2008.0,40,80.0,Gamesa,G87-2.0,78.0,87.0,-93.31284,43.36128,False
55740,IA,Worth County,Top of Iowa III,2008.0,18,29.7,Vestas,V82-1.65,80.0,82.0,-93.28577,43.35384,False
55758,WY,Converse County,Top of the World,2010.0,110,200.2,GE Wind,GE1.5-77,80.0,77.0,-105.73989,42.96319,False
55868,TX,Webb County,Torrecillas,2018.0,120,300.0,GE Wind,GE2.5-127,89.0,127.0,-98.82472,27.57997,False
55989,NY,Oswego County,Town of Richland,2010.0,1,0.1,Northern Power Systems,NW100,,21.0,-76.037,43.56519,False
55990,IA,Tama County,Traer Wind,2011.0,1,1.5,Goldwind,GW82,85.0,82.0,-92.44254,42.16135,False
55991,TX,Nolan County,Trent Mesa,2001.0,83,124.5,GE Wind,GE1.5-82.5,65.0,82.5,-100.18893,32.42908,False
56074,TX,Nolan County,Trent Mesa Repower,2001.0,17,29.17,GE Wind,GE1.7-100,80.0,100.0,-100.1512,32.4266,False
56090,MN,Martin County,Trimont Wind,2005.0,67,100.5,GE Wind,GE1.5-70.5,85.0,70.5,-94.80356,43.80151,False
