,State,County,Wind Farm Name,Year,Turbine Count,WF Total MW,Turbine Manufacturer,Turbine Model,Turbine Hub Height,Rotor Diameter,lng,lat,Duplicated
18403,IA,Dickinson County,Flying Cloud,2003.0,29,43.5,GE Wind,GE1.5-70.5,80.0,70.5,-95.33709,43.39889,False
18432,TX,Foard County,Foard City,2019.0,139,350.28,GE Wind,GE2.5-127,89.0,127.0,-99.80611,33.92095,False
18573,WY,Carbon County,Foote Creek 4,2000.0,28,16.8,Mitsubishi,MHI600,50.0,45.0,-106.18039,41.67352,False
18602,MA,Suffolk County,Forbes Park,2008.0,1,0.6,RRB,PS-600,50.0,47.0,-71.0133,42.39959,False
18603,TX,Sterling County,Forest Creek Wind Project,2006.0,54,124.2,Siemens,SWT-2.3-93,80.0,93.0,-101.22939,32.0145,False
18658,KS,Ellis County,Fort Hays State University,2013.0,2,4.0,Vestas,V100-2.0,80.0,100.0,-99.40558,38.87479,False
18660,AZ,Cochise County,Fort Huachuca,2011.0,1,1.0,Nordic,N1000/59,70.0,59.0,-110.31749,31.5054,False
18661,PA,Somerset County,Forward,2008.0,14,29.4,Suzlon,S88,79.0,88.0,-78.8649,40.09829,False
18675,IA,Adair County,Forward Fontanelle,2012.0,1,1.6,GE Wind,GE1.6-82.5,80.0,82.5,-94.57069,41.33959,False
18676,WI,Fond du Lac County,Forward Wind Project,2008.0,86,129.0,GE Wind,GE1.5-77,80.0,77.0,-88.5096,43.65839,False
18762,ID,Twin Falls County,Fossil Gulch,2005.0,7,10.5,GE Wind,GE1.5-77,80.0,77.0,-114.94959,42.85439,False
18769,MD,Garrett County,Fourmile Ridge,2014.0,16,40.0,Nordex,N100,100.0,100.0,-79.01804,39.62943,False
18785,IN,Benton County,Fowler Ridge I,2009.0,222,400.3,Vestas,V82-1.65,80.0,82.0,-87.2402,40.59739,False
19011,IN,Benton County,Fowler Ridge II,2009.0,133,199.5,GE Wind,GE1.5-77,80.0,77.0,-87.4277,40.58199,False
19144,ME,Knox County,Fox Islands,2009.0,3,4.5,GE Wind,GE1.5-77,80.0,77.0,-68.8663,44.09259,False
19147,ND,Dickey County,Foxtail Wind,2019.0,75,150.0,Vestas,V120-2.0,80.0,120.0,-98.89549,46.12945,False
19223,IA,Franklin County,Franklin County,2012.0,60,99.0,Vestas,V82-1.65,80.0,82.0,-93.30679,42.60409,False
19284,TX,Hansford County,Frisco,2012.0,10,20.0,DeWind,D8.2,80.0,80.0,-101.61829,36.49849,False
19294,OK,Kay County,Frontier I,2016.0,61,199.8,Vestas,V126-3.3,87.0,126.0,-97.2494,36.83566,False
19355,PR,Bayamon Municipio,Ft Buchanan Energy Savings Performance Con,2013.0,3,0.83,Vergnet,GEV MP,55.0,32.0,-66.12863,18.416,False
19358,MA,Plymouth County,Future Generation Wind,2016.0,4,8.0,Gamesa,G97-2.0,100.0,97.0,-70.62341,41.78165,False
19362,MN,Mower County,G. McNeilus Wind Farm,2003.0,9,13.5,GE Wind,GE1.5-77,65.0,77.0,-92.71729,43.55159,False
19371,MN,Winona County,GL Wind,2011.0,2,5.0,Clipper,C96,80.0,96.0,-91.86639,43.99499,False
19374,ME,Somerset County,GSA,2010.0,2,0.2,Northern Power Systems,NPS-100,,,-70.39626,45.80381,False
19376,IL,Lee County,GSG Wind Farm,2007.0,40,80.0,Gamesa,G87-2.0,78.0,87.0,-89.1982,41.66259,False
19416,IA,Story County,"GWE, LLC",2012.0,2,4.0,HZ Windpower,H93-2000,80.0,93.0,-93.47801,42.00063,False
19418,TX,Gaines County,Gaines Cavern Wind Project,2012.0,1,2.0,Gamesa,G97-2.0,78.0,97.0,-103.06245,32.68855,False
19419,WI,Dane County,Galactic Wind,2012.0,6,9.9,Vestas,V82-1.65,80.0,82.0,-89.57169,43.17259,False
19425,AK,Nome Census Area,Gambell Wind,2010.0,3,0.3,Northern Power Systems,NPS-100,37.0,21.0,-171.71158,63.7788,False
19428,CA,Riverside County,Garnet Wind Project,2009.0,13,6.5,NedWind,40/500,39.5,40.0,-116.58249,33.90229,False
19441,IL,Henry County,Geneseo Wind Farm,2009.0,2,3.0,Vensys,1.5-77,65.0,77.0,-90.15658,41.42616,False
19443,VT,Franklin County,Georgia Mountain,2012.0,4,10.0,Goldwind,GW100,80.0,100.0,-73.07316,44.6654,False
19447,WI,Columbia County,Glacier Hills,2011.0,90,162.0,Vestas,V90-1.8,80.0,90.0,-89.0351,43.56139,False
19537,MT,Toole County,Glacier I,2008.0,71,106.5,Acciona,AW77/1500,80.0,77.0,-112.11309,48.51719,False
19608,MT,Toole County,Glacier Wind II,2009.0,69,103.5,Acciona,AW77/1500,80.0,77.0,-112.16988,48.55359,False
19677,IA,Cherokee County,Glaciers Edge,2019.0,82,212.04,GE Wind,GE2.82-127,89.0,127.0,-95.748,42.86111,False
19759,ND,Morton County,Glen Ullin Energy Center (Clean Energy 1),2019.0,43,106.7,GE Wind,GE2.5-116,90.0,116.0,-101.80534,46.96579,False
19802,WY,Converse County,Glenrock,2008.0,66,99.0,GE Wind,GE1.85-91,80.0,91.0,-105.81969,43.04669,False
19868,WY,Converse County,Glenrock III,2009.0,26,39.0,GE Wind,GE1.85-91,80.0,91.0,-105.80819,43.01459,False
19894,TX,Coke County,Goat Phase I,2008.0,80,80.0,Mitsubishi,MWT62/1.0,69.0,61.4,-100.8038,31.96779,False
19974,TX,Coke County,Goat Phase II,2009.0,29,69.6,Mitsubishi,MWT92/2.4,80.0,92.0,-100.78859,31.9616,False
20003,IL,Montgomery County,GobNob,2009.0,1,0.9,EWT,DW-52-900,70.0,52.0,-89.62859,39.43849,False
20004,CA,San Diego County,Golden Acorn Casino,2014.0,1,1.85,GE Wind,GE1.85-82.5,80.0,82.5,-116.35132,32.7015,False
20005,CA,Alameda County,Golden Hills,2015.0,48,85.9,GE Wind,GE1.7-100,80.0,100.0,-121.64851,37.71866,False
20055,CA,Alameda County,Golden Hills North,2017.0,20,46.0,GE Wind,GE2.3-116,80.0,116.0,-121.61597,37.74636,False
20074,IA,Kossuth County,Golden Plains,2020.0,82,199.82,GE Wind,GE2.3-116,80.0,116.0,-94.03507,43.35181,False
20157,TX,Oldham County,Golden Spread Panhandle Wind Ranch,2011.0,34,78.2,Siemens,SWT-2.3-101,80.0,101.0,-102.22249,35.22669,False
20192,ID,Cassia County,Golden Valley,2011.0,8,12.0,GE Wind,GE1.5-82.5,80.0,82.5,-113.90689,42.4404,False
20200,CO,El Paso County,Golden West Wind Farm,2015.0,145,249.2,GE Wind,GE1.7-103,80.0,103.0,-104.22425,38.92436,False
20346,TX,Mills County,Goldthwaite,2013.0,83,141.1,GE Wind,GE1.7-100,80.0,100.0,-98.55705,31.41848,False
20432,IN,Benton County,Goodland I,2008.0,87,130.5,GE Wind,GE1.5-77,80.0,77.0,-87.50359,40.69109,False
20519,WA,Klickitat County,Goodnoe Hills,2008.0,47,94.0,Vestas,V110-2.2,85.0,110.0,-120.47688,45.7799,False
20566,OK,Texas County,Goodwell,2015.0,100,200.0,Vestas,V110-2.0,80.0,110.0,-101.66177,36.50798,False
20666,TX,Borden County,Gopher Creek Wind Farm,2019.0,79,158.0,Vestas,V116-2.0,94.0,116.0,-101.18178,32.86657,False
20746,MT,Meagher County,Gordon Butte,2012.0,6,9.0,GE Wind,GE1.5-77,80.0,77.0,-110.33419,46.41069,False
20752,ID,Bonneville County,Goshen North,2010.0,83,124.5,GE Wind,GE1.5-82.5,80.0,82.5,-111.83079,43.46169,False
20837,NM,Curry County,Grady,2019.0,84,220.5,Siemens Gamesa Renewable Energy,SG-2.625-120,85.0,120.0,-103.20804,34.74743,False
20921,MN,Mower County,Grand Meadow,2008.0,67,100.5,GE Wind,GE1.5-77,80.0,77.0,-92.6954,43.70659,False
20989,IL,LaSalle County,Grand Ridge,2008.0,66,99.0,GE Wind,GE1.5-77,80.0,77.0,-88.71999,41.19627,False
21055,IL,LaSalle County,Grand Ridge II,2009.0,34,51.0,GE Wind,GE1.5-77,80.0,77.0,-88.69949,41.18769,False
21096,IL,LaSalle County,Grand Ridge III/IV,2009.0,40,60.0,GE Wind,GE1.5-77,80.0,77.0,-88.7503,41.16229,False
21129,NE,Holt County,Grande Prairie,2016.0,200,400.0,Vestas,V110-2.0,80.0,110.0,-98.44428,42.56068,False
21330,TX,Carson County,Grandview I,2014.0,118,211.22,GE Wind,GE1.79-100,80.0,100.0,-101.24855,35.25328,False
21448,TX,Gray County,Grandview II (Colbeck's Corner),2016.0,112,200.48,GE Wind,GE1.79-100,80.0,100.0,-101.03691,35.30382,False
21469,NH,Coos County,Granite Reliable Power,2012.0,33,99.0,Vestas,V90-3.0,80.0,90.0,-71.3118,44.84229,False
21595,MN,Grant County,Grant County,2010.0,10,20.0,Suzlon,S88,79.0,88.0,-95.89691,45.80704,False
21605,OK,Grant County,Grant Plains,2016.0,64,147.2,Siemens,SWT-2.3-108,80.0,108.0,-97.70924,36.96423,False
21670,OK,Grant County,Grant Wind,2016.0,66,151.8,Siemens,SWT-2.3-108,80.0,108.0,-97.73437,36.94461,False
21736,MI,Gratiot County,Gratiot,2011.0,64,102.4,GE Wind,GE1.6-82.5,100.0,82.5,-84.4184,43.39579,False
21797,MI,Gratiot County,Gratiot County,2012.0,69,110.4,GE Wind,GE1.6-82.5,100.0,82.5,-84.50169,43.40249,False
21869,MI,Gratiot County,Gratiot Farms,2020.0,60,149.66,GE Wind,GE2.5-127,89.0,127.0,-84.80474,43.16669,False
21925,KS,Gray County,Gray County Wind Farm Montezuma),2001.0,170,112.2,Vestas,V47-0.66,65.0,47.0,-100.35459,37.61329,False
22095,OH,Cuyahoga County,Great Lakes Science Center,2006.0,1,0.23,Vestas,V27,30.0,27.0,-81.69679,41.50669,False
22096,MN,Hennepin County,Great River Energy Headquarters,2008.0,1,0.23,NEG Micon,M700/225,30.0,30.0,-93.43524,45.09507,False
22097,OK,Ellis County,Great Western,2016.0,93,225.0,Vestas,V117-3.3,80.0,117.0,-99.62985,36.14777,False
22190,IA,Cass County,Green Energy Machine,2016.0,1,1.79,GE Wind,GE 1.7-100,80.0,100.0,-94.75351,41.37022,False
22191,TX,Baylor County,Green Pastures I,2015.0,50,150.0,Acciona,AW116/3000,92.0,116.0,-99.38783,33.67466,False
22241,TX,Knox County,Green Pastures II,2015.0,50,150.0,Acciona,AW116/3000,92.0,116.0,-99.47942,33.63416,False
22291,IL,Lee County,Green River,2019.0,74,194.25,Siemens Gamesa Renewable Energy,SG-2.625-126,84.0,126.0,-89.50053,41.60833,False
22365,IA,Adair County,Greenfield Wind,2012.0,1,1.6,GE Wind,GE1.6-82.5,80.0,82.5,-94.48858,41.29052,False
22366,MT,Teton County,Greenfield Wind Farm,2016.0,13,29.9,GE Wind,GE2.3-107,80.0,107.0,-111.91174,47.70849,False
22379,KS,Kiowa County,Greensburg,2010.0,10,12.5,Suzlon,S64,72.0,64.0,-99.34149,37.5496,False
22389,NH,Grafton County,Groton,2012.0,24,48.0,Gamesa,G87-2.0,78.0,87.0,-71.8232,43.76459,False
22413,GU,Guam,Guam Power Authority Wind Turbine,2016.0,1,0.28,Vergnet,GEV MP-C,55.0,32.0,144.72266,13.38938,False
22414,TX,Kenedy County,Gulf Wind,2009.0,118,283.2,Mitsubishi,MWT92/2.4,80.0,92.0,-97.5808,26.9118,False
22459,TX,Howard County,Gunsight,2016.0,67,119.93,GE Wind,GE1.79-100,80.0,100.0,-101.42912,32.48118,False
22526,OK,Logan County,Guthrie WWTP,2001.0,1,0.1,Northern Power Systems,NW100,37.0,21.0,-97.4353,35.90249,False
22527,TX,Shackelford County,Hackberry,2008.0,72,165.6,Siemens,SWT-2.3-93,80.0,93.0,-99.47109,32.7664,False
22599,TX,Hale County,Hale Wind,2019.0,239,478.0,Vestas,V116-2.0,94.0,116.0,-101.62815,33.91194,False
22839,NY,Suffolk County,Half Hollow Nursery,2010.0,1,0.1,Northern Power Systems,NPS-100,,,-72.57085,40.96906,False
22840,ME,Hancock County,Hancock,2016.0,17,51.0,Vestas,V117-3.3,116.5,117.0,-68.13335,44.73624,False
22857,WY,Carbon County,Hancock County Wind Farm,2002.0,148,97.68,Siemens Gamesa Renewable Energy,G47-0.676,65.0,47.0,-106.10352,42.17608,False
22873,TX,Nueces County,Harbor Wind,2012.0,6,9.0,Guodian,UP1500,80.0,82.0,-97.44019,27.83206,False
23006,WY,Laramie County,Happy Jack,2008.0,14,29.4,Suzlon,S88,79.0,88.0,-105.00889,41.14129,False
23020,NY,Wayne County,Harbec Plastics,2002.0,2,1.1,Fuhrlander,FL250,40.0,29.0,-77.36174,43.22609,False
23027,IA,Greene County,Hardin-Hilltop,2007.0,7,14.7,Suzlon,S88,79.0,88.0,-94.33579,42.08899,False
23034,NY,Herkimer County,Hardscrabble,2011.0,37,74.0,Gamesa,G90-2.0,100.0,90.0,-74.902,43.19729,False
23071,OH,Wyandot County,Harpster Wind,2016.0,1,1.5,Goldwind,GW87,80.0,87.0,-83.22858,40.71829,False
23072,MI,Huron County,Harvest II,2012.0,33,59.4,Vestas,V100-1.8,95.0,100.0,-83.2105,43.78389,False
23105,WA,Klickitat County,Harvest Wind Farm,2009.0,43,98.9,Siemens,SWT-2.3-93,80.0,93.0,-120.41158,45.7874,False
23133,CA,Shasta County,Hatchett Ridge,2010.0,44,101.2,Siemens,SWT-2.3-93,80.0,93.0,-121.76809,40.8741,False
23183,OH,Erie County,Hasslebach Meats,2010.0,1,0.1,Northern Power Systems,NPS-100,,,-82.57275,41.38952,False
23227,OH,Paulding County,Haviland Wind Project,2012.0,3,4.5,Goldwind,GW87,85.0,87.0,-84.58759,41.01599,False
23230,HI,Hawaii County,Hawi Renewable,2006.0,16,10.56,Vestas,V47-0.66,37.0,47.0,-155.85089,20.2515,False
23246,IA,Fayette County,Hawkeye,2012.0,15,37.5,Nordex,N100,100.0,100.0,-92.05719,42.93939,False
23261,OR,Sherman County,Hay Canyon,2009.0,48,100.8,Suzlon,S88,79.0,88.0,-120.60159,45.5164,False
23309,IN,Randolph County,Headwaters,2014.0,100,200.0,Vestas,V100-2.0,95.0,100.0,-84.995,40.10972,False
23347,CA,Solano County,High Winds,2003.0,90,162.0,Vestas,V80-1.8,60.0,80.0,-121.80292,38.09908,False
23411,TX,McCulloch County,Heart of Texas,2020.0,64,179.88,GE Wind,GE2.82-127,89.0,127.0,-99.41715,31.21854,False
23475,IL,McLean County,Heartland Community College,2012.0,1,1.65,Vestas,V82-1.65,80.0,82.0,-89.01879,40.53669,False
23476,IA,Audubon County,Heartland Divide,2018.0,43,103.5,GE Wind,GE2.5-127,89.0,127.0,-94.79506,41.75879,False
23512,TX,Deaf Smith County,Hereford 1,2014.0,104,199.9,GE Wind,GE1.85-87,80.0,87.0,-102.26037,34.74863,False
23616,VT,Chittenden County,Heritage Flight,2009.0,1,0.1,Northern Power Systems,NW100,37.0,21.0,-73.146,44.46309,False
23617,MI,Delta County,Heritage Garden,2012.0,14,28.0,Gamesa,G97-2.0,90.0,97.0,-86.55886,45.78521,False
23631,TX,Starr County,Hidalgo,2016.0,75,150.0,Vestas,V110-2.0,80.0,110.0,-98.48129,26.49379,False
23706,TX,Hidalgo County,Hidalgo II,2016.0,50,100.0,Vestas,V110-2.0,80.0,110.0,-98.33746,26.53808,False
23770,TX,Crockett County,High Lonesome,2019.0,142,449.94,GE Wind,GE2.3-116,80.0,116.0,-101.898,31.06121,False
23955,TX,Upton County,High Lonesome Expansion,2020.0,22,50.6,GE Wind,GE2.3-116,80.0,116.0,-101.91593,31.10813,False
23975,ID,Twin Falls County,High Mesa,2012.0,19,39.9,Suzlon,S97,90.0,97.0,-115.03569,42.88549,False
23994,WY,Albany County,High Plains,2009.0,66,99.0,GE Wind,GE1.85-91,80.0,91.0,-106.03999,41.67979,False
24060,OK,Woodward County,High Plains Tech Center,2010.0,1,0.1,Northern Power Systems,NPS-100,,,-99.42819,36.40646,False
24061,MO,Adair County,High Prairie,2020.0,175,400.0,Vestas,V120-2.2,92.0,120.0,-92.40849,40.25015,False
24238,NY,Wyoming County,High Sheldon,2009.0,75,112.5,GE Wind,GE1.5-77,80.0,77.0,-78.4076,42.72449,False
24402,IA,O'Brien County,Highland I,2015.0,211,495.01,Siemens,SWT-2.346-108,80.0,108.0,-95.69534,43.03171,False
24613,IA,O'Brien County,Highland II,2015.0,3,7.04,Siemens,SWT-2.346-108,80.0,108.0,-95.62053,43.1121,False
24616,PA,Cambria County,Highland North,2012.0,30,75.0,Nordex,N100,100.0,100.0,-78.6596,40.33209,False
24646,PA,Cambria County,Highland Wind Project,2009.0,25,62.5,Nordex,N90,80.0,90.0,-78.70969,40.28519,False
24671,IL,Logan County,HillTopper,2018.0,74,185.0,GE Wind,GE2.5-116,90.0,116.0,-89.38647,40.01681,False
24745,MN,Pipestone County,Hilltop Power,2009.0,1,2.0,DeWind,D8.2,80.0,80.0,-96.19309,43.9128,False
24746,RI,Newport County,Hodges Badge,2012.0,1,0.25,Siva,Siva 250/50,30.0,30.0,-71.25494,41.56642,False
24747,OH,Hardin County,Hog Creek,2017.0,30,66.0,Vestas,V110-2.0,95.0,110.0,-83.71467,40.76654,False
24777,OH,Paulding County,Holcim - Paulding Wind Project,2019.0,3,4.5,Goldwind,GW87,80.0,87.0,-84.61276,41.19231,False
24780,MA,Hampden County,Holiday Hill Community Wind,2019.0,2,5.0,Goldwind,GW109,90.0,109.0,-72.87183,42.21027,False
24782,MA,Worcester County,Holy Name Catholic High School,2008.0,1,0.6,Vestas,V47-0.6,50.0,47.0,-71.7839,42.24089,False
24783,MN,Anoka County,Hometown WindPower Anoka,2010.0,1,0.16,,Danwind 23/160,23.0,23.0,-93.38369,45.22728,False
24784,MN,Sibley County,Hometown WindPower Arlington,2010.0,1,0.16,,Danwind 23/160,23.0,23.0,-94.0649,44.61282,False
24785,MN,McLeod County,Hometown WindPower Brownton,2010.0,1,0.16,,Danwind 23/160,23.0,23.0,-94.34216,44.73349,False
24786,MN,Wright County,Hometown WindPower Buffalo,2010.0,1,0.16,,Danwind 23/160,23.0,23.0,-93.83524,45.18597,False
24787,MN,Carver County,Hometown WindPower Chaska,2010.0,1,0.16,,Danwind 23/160,23.0,23.0,-93.57957,44.82164,False
24788,MN,Polk County,Hometown WindPower East Grand Forks,2010.0,1,0.16,,Danwind 23/160,23.0,23.0,-96.98714,47.93767,False
24790,MN,Rice County,Hometown WindPower Faribault,2010.0,1,0.16,,Danwind 23/160,23.0,23.0,-93.29176,44.33598,False
24791,MN,Ramsey County,Hometown WindPower North St. Paul,2010.0,1,0.16,,Danwind 23/160,23.0,23.0,-92.99838,45.01143,False
24792,MN,Scott County,Hometown WindPower Shakopee,2010.0,1,0.16,,Danwind 23/160,23.0,23.0,-93.49978,44.79951,False
24793,MN,Sibley County,Hometown WindPower Winthrop,2010.0,1,0.16,,Danwind 23/160,23.0,23.0,-94.3599,44.53787,False
24794,OH,Logan County,Honda Plant,2013.0,2,3.4,GE Wind,GE1.7-100,80.0,100.0,-83.89192,40.44607,False
24796,AK,Wade Hampton Census Area,Hooper Bay,2008.0,3,0.3,Northern Power Systems,NW100,32.0,21.0,-166.09547,61.5357,False
24799,IL,Vermilion County,Hoopeston Wind,2015.0,49,98.0,Vestas,V100-2.0,95.0,100.0,-87.7915,40.38536,False
24849,MA,Berkshire County,Hoosac,2012.0,19,28.5,GE Wind,GE1.5-77,65.0,77.0,-73.0466,42.72849,False
24868,IN,Benton County,Hoosier,2009.0,53,106.0,REpower,MM92,80.0,92.5,-87.2637,40.69789,False
24921,WA,Columbia County,Hopkins Ridge I,2005.0,83,149.4,Vestas,V80-1.8,67.0,80.0,-117.78507,46.42329,False
24922,WA,Columbia County,Hopkins Ridge II,2008.0,4,7.2,Vestas,V80-1.8,67.0,80.0,-117.80849,46.43369,False
24926,WA,Columbia County,Hopkins Ridge Wind Project,2005.0,83,149.4,Vestas,V80-1.8,67.0,80.0,-117.85439,46.4502,False
25009,ID,Bonneville County,Horse Butte,2012.0,32,57.6,Vestas,V100-1.8,80.0,100.0,-111.74109,43.4026,False
25041,TX,Knox County,Horse Creek Wind,2016.0,100,230.0,GE Wind,GE2.3-116,80.0,116.0,-99.5359,33.40928,False
25143,TX,Taylor County,Horse Hollow Expansion,2005.0,140,210.0,GE Wind,GE1.5-87,80.0,87.0,-100.02579,32.24302,False
25145,TX,Taylor County,Horse Hollow II,2006.0,130,299.0,Siemens Gamesa Renewable Energy,SG-2.3-108,80.0,108.0,-100.14843,32.25261,False
25275,TX,Nolan County,Horse Hollow III,2006.0,149,223.5,GE Wind,GE1.5-87,80.0,87.0,-100.29353,32.26258,False
25426,TX,Taylor County,Horse Hollow Wind Energy Center,2005.0,140,210.0,GE Wind,GE1.5-87,80.0,87.0,-100.11633,32.2619,False
25566,OR,Morrow County,Horseshoe Bend,2012.0,116,290.0,GE Wind,GE2.5-100,85.0,100.0,-119.96169,45.56429,False
25682,MT,Cascade County,Horseshoe Bend/ranch pit,2006.0,6,9.0,GE Wind,GE1.5-77,80.0,77.0,-111.43709,47.49729,False
25688,NY,Steuben County,Howard,2011.0,25,51.25,REpower,MM92,78.5,92.5,-77.50311,42.33143,False
25715,CO,Huerfano County,Huerfano River,2013.0,4,8.0,Sany,SE10520E,103.0,80.0,-104.83219,37.77219,False
25719,MA,Plymouth County,Hull I,2001.0,1,0.66,Vestas,V47-0.66,50.0,47.0,-70.9222,42.30439,False
25720,MA,Plymouth County,Hull Wind Phase II,2006.0,1,1.8,Vestas,V80-1.8,60.0,80.0,-70.8566,42.26119,False
25721,OH,Erie County,Huron Schools,2010.0,1,0.1,Northern Power Systems,NPS-100,,,-82.58558,41.40416,False
25722,MA,Barnstable County,Hyannis Country Garden,2008.0,1,0.1,Northern Power Systems,NPS 100-21,37.0,21.0,-70.3108,41.65129,False
25723,MA,Suffolk County,IBEW local 103,2005.0,1,0.1,Fuhrlander,FL100,39.0,21.0,-71.0541,42.30469,False
25724,IA,Ida County,Ida Grove,2016.0,134,301.06,GE Wind,GE2.3-116,80.0,116.0,-95.35574,42.26433,False
25858,IA,Ida County,Ida Grove II,2019.0,81,202.36,GE Wind,GE2.5-127,89.0,127.0,-95.35406,42.46571,False
25939,IL,Pike County,Illinois Rural Electric Cooperative,2005.0,1,1.65,NEG Micon,NM82,70.0,82.0,-90.84619,39.61879,False
25940,TX,Fisher County,Inadale (Roscoe IV),2009.0,197,197.0,Mitsubishi,MWT62/1.0,69.0,61.4,-100.62709,32.53909,False
26137,TX,Pecos County,Indian Mesa,2001.0,125,82.5,Gamesa,G47-0.66,50.0,47.0,-102.16349,30.95149,False
26255,WI,Manitowoc County,Lakeshore Technical College,2010.0,3,0.15,Entegrity,,,,-87.7571,43.92569,False
26263,TX,Hansford County,Indian Mesa / Aeolus,2003.0,1,3.0,Vestas,V90-3.0,80.0,90.0,-101.32789,36.47269,False
26264,CA,San Bernardino County,Inland Empire Utility Agency,2011.0,1,1.0,Mitsubishi,MWT62/1.0,55.0,61.4,-117.52639,34.0849,False
26265,IA,Buena Vista County,Intrepid,2004.0,107,160.5,GE Wind,GE1.5-82.5,65.0,82.5,-95.32708,42.57119,False
26372,IA,Sac County,Intrepid Expansion,2005.0,15,15.0,Mitsubishi,MWT62/1.0,69.0,61.4,-95.37009,42.53019,False
26387,IA,Emmet County,Iowa Lakes Community College,2005.0,1,1.65,Vestas,V82-1.65,70.0,82.0,-94.81562,43.3854,False
26388,IA,Kossuth County,Iowa Lakes Lakota Wind,2009.0,7,10.5,GE Wind,GE1.5-77,80.0,77.0,-94.14399,43.37619,False
26395,IA,Dickinson County,Iowa Lakes Superior Wind,2009.0,7,10.5,GE Wind,GE1.5-77,80.0,77.0,-94.982,43.44119,False
26402,IA,Polk County,Iowa State Fair Wind Project,2007.0,1,0.66,Vestas,V47,50.0,47.0,-93.5489,41.59509,False
26403,MA,Essex County,Ipswich,2011.0,1,1.6,GE Wind,GE1.6-82.5,80.0,82.5,-70.8411,42.71609,False
26404,MA,Essex County,Ipswich II,2012.0,1,2.0,Hyundai,HQ2000,80.0,82.5,-70.8464,42.71729,False
26405,KS,Ford County,Ironwood I,2012.0,73,167.9,Siemens,SWT-2.3-101,80.0,101.0,-99.77399,37.83859,False
26478,IA,Grundy County,Ivester,2018.0,35,90.83,Siemens Gamesa Renewable Energy,SG-2.625-120,85.0,120.0,-92.96592,42.33217,False
26500,TX,Hansford County,JD Wind 4,2008.0,38,79.8,Suzlon,S88,79.0,88.0,-101.37149,36.3971,False
26514,TX,Moore County,JD WInd 9,2008.0,8,10.0,Suzlon,S64,72.0,64.0,-101.99459,35.81139,False
26520,TX,Moore County,JD Wind 10,2008.0,8,10.0,Suzlon,S64,72.0,64.0,-101.79489,35.9614,False
26528,TX,Moore County,JD Wind 11,2009.0,8,10.0,Suzlon,S64,74.5,64.0,-101.97709,35.8117,False
26573,TX,Moore County,JD Wind 7,2009.0,8,10.0,Suzlon,S64,74.5,64.0,-101.84969,35.9955,False
26581,TX,Moore County,JD Wind 8,2009.0,8,10.0,Suzlon,S64,74.5,64.0,-101.88329,36.02519,False
26589,TX,Sherman County,JD Wind Phase V,2006.0,8,10.0,Suzlon,S64,73.0,64.0,-101.86969,36.4455,False
26597,TX,Sherman County,JD Wind VI,2007.0,8,10.0,Suzlon,S64,72.0,64.0,-101.81459,36.46709,False
26605,MN,Lincoln County,JJN Wind Farm,2004.0,1,1.5,NEG Micon,NM72,70.0,72.0,-96.39189,44.28089,False
26606,TX,Webb County,Javelina,2015.0,126,249.69,GE Wind,GE2.0-116,94.0,116.0,-98.97721,27.31154,False
26733,TX,Webb County,Javelina II,2016.0,100,200.0,GE Wind,GE2.0-116,94.0,116.0,-98.90282,27.50559,False
26834,MN,Cottonwood County,Jeffers,2008.0,20,50.0,Clipper,C96,80.0,96.0,-95.23899,44.06099,False
26854,NH,Coos County,Jericho Mountain,2015.0,5,14.25,GE Wind,GE2.85-103,85.0,103.0,-71.22566,44.46895,False
26859,NY,Franklin County,Jericho Rise,2016.0,37,77.7,Gamesa,G114-2.1,93.0,114.0,-74.10395,44.88879,False
26897,NJ,Atlantic County,Jersey Atlantic Wind Farm,2005.0,5,7.5,GE Wind,GE1.5-77,80.0,77.0,-74.4496,39.37999,False
26902,OR,Baker County,Jett Creek,2017.0,5,10.0,GE Wind,GE2.0-116,80.0,116.0,-117.27428,44.42536,False
26907,MA,Berkshire County,Jiminy Peak Ski Resort,2007.0,1,1.5,GE Wind,GE1.5-77,80.0,77.0,-73.2928,42.54379,False
26908,IN,Warren County,Jordan Creek,2020.0,150,401.92,GE Wind,GE2.82-127,89.0,127.0,-87.38303,40.45784,False
27059,MT,Wheatland County,Judith Gap,2005.0,90,135.0,GE Wind,GE1.5-77,80.0,77.0,-109.74348,46.58719,False
27150,TX,Andrews County,Jumbo Hill,2020.0,57,160.74,GE Wind,GE2.82-127,89.0,127.0,-102.91017,32.38178,False
27203,TX,Castro County,Jumbo Road,2015.0,162,299.7,GE Wind,GE1.85-87,80.0,87.0,-102.2973,34.71183,False
27365,IA,Greene County,Junction Hilltop Wind,2012.0,5,8.0,GE Wind,GE1.6-82.5,80.0,82.5,-94.2776,42.09309,False
27370,WA,Klickitat County,Juniper Canyon,2011.0,63,151.2,Mitsubishi,MWT95/2.4,80.0,95.0,-120.22909,45.94449,False
27434,OK,Texas County,KODE Novus I,2012.0,40,80.0,DeWind,D9.2,80.0,93.0,-101.36939,36.52699,False
27474,OK,Texas County,KODE Novus II,2012.0,20,40.0,DeWind,D9.2,80.0,93.0,-101.49559,36.55439,False
27494,HI,Maui County,Kaheawa (Maalaea),2006.0,20,30.0,GE Wind,GE1.5sle,55.0,70.5,-156.54518,20.8047,False
